"date","source","date_start","date_end","region","sub_region_1","cases","deaths","active_hospitalizations","active_icu"
"2020-12-02","https://novascotia.ca/news/release/?id=20201202006","2020-12-02","2020-12-02","NS",,,,0,0
"2020-12-03","https://novascotia.ca/news/release/?id=20201203003","2020-12-03","2020-12-03","NS",,,,0,0
"2020-12-04","https://novascotia.ca/news/release/?id=20201204003","2020-12-04","2020-12-04","NS",,,,0,0
"2020-12-05","https://novascotia.ca/news/release/?id=20201205001","2020-12-05","2020-12-05","NS",,,,0,0
"2020-12-06","https://novascotia.ca/news/release/?id=20201206001","2020-12-06","2020-12-06","NS",,,,0,0
"2020-12-07","https://novascotia.ca/news/release/?id=20201207002","2020-12-07","2020-12-07","NS",,,,0,0
"2020-12-08","https://novascotia.ca/news/release/?id=20201208001","2020-12-08","2020-12-08","NS",,,,0,0
"2020-12-09","https://novascotia.ca/news/release/?id=20201209003","2020-12-09","2020-12-09","NS",,,,0,0
"2020-12-10","https://novascotia.ca/news/release/?id=20201210001","2020-12-10","2020-12-10","NS",,,,0,0
"2020-12-11","https://novascotia.ca/news/release/?id=20201211003","2020-12-11","2020-12-11","NS",,,,0,0
"2020-12-12","https://novascotia.ca/news/release/?id=20201212001","2020-12-12","2020-12-12","NS",,,,0,0
"2020-12-13","https://novascotia.ca/news/release/?id=20201213001","2020-12-13","2020-12-13","NS",,,,0,0
"2020-12-14","https://novascotia.ca/news/release/?id=20201214004","2020-12-14","2020-12-14","NS",,,,0,0
"2020-12-15","https://novascotia.ca/news/release/?id=20201215001","2020-12-15","2020-12-15","NS",,,,0,0
"2020-12-16","https://novascotia.ca/news/release/?id=20201216003","2020-12-16","2020-12-16","NS",,,,0,0
"2020-12-17","https://novascotia.ca/news/release/?id=20201217003","2020-12-17","2020-12-17","NS",,,,0,0
"2020-12-18","https://novascotia.ca/news/release/?id=20201218005","2020-12-18","2020-12-18","NS",,,,0,0
"2020-12-19","https://novascotia.ca/news/release/?id=20201219001","2020-12-19","2020-12-19","NS",,,,0,0
"2020-12-20","https://novascotia.ca/news/release/?id=20201220001","2020-12-20","2020-12-20","NS",,,,0,0
"2020-12-21","https://novascotia.ca/news/release/?id=20201221005","2020-12-21","2020-12-21","NS",,,,0,0
"2020-12-22","https://novascotia.ca/news/release/?id=20201222002","2020-12-22","2020-12-22","NS",,,,0,0
"2020-12-23","https://novascotia.ca/news/release/?id=20201223004","2020-12-23","2020-12-23","NS",,,,0,0
"2020-12-24","https://novascotia.ca/news/release/?id=20201224002","2020-12-24","2020-12-24","NS",,,,0,0
"2020-12-25",,"2020-12-25","2020-12-25","NS",,,,,
"2020-12-26",,"2020-12-26","2020-12-26","NS",,,,,
"2020-12-27",,"2020-12-27","2020-12-27","NS",,,,,
"2020-12-28","https://novascotia.ca/news/release/?id=20201228001","2020-12-28","2020-12-28","NS",,,,0,0
"2020-12-29","https://novascotia.ca/news/release/?id=20201229003","2020-12-29","2020-12-29","NS",,,,1,0
"2020-12-30","https://novascotia.ca/news/release/?id=20201230002","2020-12-30","2020-12-30","NS",,,,1,0
"2020-12-31","https://novascotia.ca/news/release/?id=20201231002","2020-12-31","2020-12-31","NS",,,,1,0
"2021-01-01",,"2021-01-01","2021-01-01","NS",,,,,
"2021-01-02","https://novascotia.ca/news/release/?id=20210102001","2021-01-02","2021-01-02","NS",,,,1,0
"2021-01-03",,"2021-01-03","2021-01-03","NS",,,,,
"2021-01-04","https://novascotia.ca/news/release/?id=20210104001","2021-01-04","2021-01-04","NS",,,,1,0
"2021-01-05","https://novascotia.ca/news/release/?id=20210105001","2021-01-05","2021-01-05","NS",,,,0,0
"2021-01-06","https://novascotia.ca/news/release/?id=20210106002","2021-01-06","2021-01-06","NS",,,,0,0
"2021-01-07","https://novascotia.ca/news/release/?id=20210107001","2021-01-07","2021-01-07","NS",,,,0,0
"2021-01-08","https://novascotia.ca/news/release/?id=20210108002","2021-01-08","2021-01-08","NS",,,,0,0
"2021-01-09","https://novascotia.ca/news/release/?id=20210109001","2021-01-09","2021-01-09","NS",,,,0,0
"2021-01-10","https://novascotia.ca/news/release/?id=20210110001","2021-01-10","2021-01-10","NS",,,,0,0
"2021-01-11","https://novascotia.ca/news/release/?id=20210111001","2021-01-11","2021-01-11","NS",,,,0,0
"2021-01-12","https://novascotia.ca/news/release/?id=20210112004","2021-01-12","2021-01-12","NS",,,,0,0
"2021-01-13","https://novascotia.ca/news/release/?id=20210113003","2021-01-13","2021-01-13","NS",,,,0,0
"2021-01-14","https://novascotia.ca/news/release/?id=20210114001","2021-01-14","2021-01-14","NS",,,,0,0
"2021-01-15","https://novascotia.ca/news/release/?id=20210115001","2021-01-15","2021-01-15","NS",,,,0,0
"2021-01-16","https://novascotia.ca/news/release/?id=20210116001","2021-01-16","2021-01-16","NS",,,,0,0
"2021-01-17","https://novascotia.ca/news/release/?id=20210117001","2021-01-17","2021-01-17","NS",,,,0,0
"2021-01-18","https://novascotia.ca/news/release/?id=20210118003","2021-01-18","2021-01-18","NS",,,,0,0
"2021-12-10",,"2021-12-10","2021-12-10","NS",,,,,
"2021-12-10",,"2021-12-10","2021-12-10","NS","Zone 1 - Western",1,0,,
"2021-12-10",,"2021-12-10","2021-12-10","NS","Zone 2 - Northern",6,0,,
"2021-12-10",,"2021-12-10","2021-12-10","NS","Zone 3 - Eastern",60,0,,
"2021-12-10",,"2021-12-10","2021-12-10","NS","Zone 4 - Central",56,0,,
"2021-12-10",,"2021-12-10","2021-12-10","NS","Unknown",0,0,,
"2021-12-11",,"2021-12-11","2021-12-11","NS",,,,,
"2021-12-11",,"2021-12-11","2021-12-11","NS","Zone 1 - Western",3,0,,
"2021-12-11",,"2021-12-11","2021-12-11","NS","Zone 2 - Northern",10,0,,
"2021-12-11",,"2021-12-11","2021-12-11","NS","Zone 3 - Eastern",52,0,,
"2021-12-11",,"2021-12-11","2021-12-11","NS","Zone 4 - Central",64,0,,
"2021-12-11",,"2021-12-11","2021-12-11","NS","Unknown",0,0,,
"2021-12-12",,"2021-12-12","2021-12-12","NS",,,,,
"2021-12-12",,"2021-12-12","2021-12-12","NS","Zone 1 - Western",1,0,,
"2021-12-12",,"2021-12-12","2021-12-12","NS","Zone 2 - Northern",5,0,,
"2021-12-12",,"2021-12-12","2021-12-12","NS","Zone 3 - Eastern",42,0,,
"2021-12-12",,"2021-12-12","2021-12-12","NS","Zone 4 - Central",63,0,,
"2021-12-12",,"2021-12-12","2021-12-12","NS","Unknown",0,0,,
"2021-12-13",,"2021-12-13","2021-12-13","NS",,,,,
"2021-12-13",,"2021-12-13","2021-12-13","NS","Zone 1 - Western",5,0,,
"2021-12-13",,"2021-12-13","2021-12-13","NS","Zone 2 - Northern",2,0,,
"2021-12-13",,"2021-12-13","2021-12-13","NS","Zone 3 - Eastern",52,0,,
"2021-12-13",,"2021-12-13","2021-12-13","NS","Zone 4 - Central",55,0,,
"2021-12-13",,"2021-12-13","2021-12-13","NS","Unknown",0,0,,
"2021-12-14",,"2021-12-14","2021-12-14","NS",,,,,
"2021-12-14",,"2021-12-14","2021-12-14","NS","Zone 1 - Western",6,0,,
"2021-12-14",,"2021-12-14","2021-12-14","NS","Zone 2 - Northern",11,0,,
"2021-12-14",,"2021-12-14","2021-12-14","NS","Zone 3 - Eastern",68,0,,
"2021-12-14",,"2021-12-14","2021-12-14","NS","Zone 4 - Central",42,0,,
"2021-12-14",,"2021-12-14","2021-12-14","NS","Unknown",0,0,,
"2021-12-15",,"2021-12-15","2021-12-15","NS",,,,,
"2021-12-15",,"2021-12-15","2021-12-15","NS","Zone 1 - Western",5,0,,
"2021-12-15",,"2021-12-15","2021-12-15","NS","Zone 2 - Northern",5,0,,
"2021-12-15",,"2021-12-15","2021-12-15","NS","Zone 3 - Eastern",55,0,,
"2021-12-15",,"2021-12-15","2021-12-15","NS","Zone 4 - Central",113,0,,
"2021-12-15",,"2021-12-15","2021-12-15","NS","Unknown",0,0,,
"2021-12-16",,"2021-12-16","2021-12-16","NS",,,,,
"2021-12-16",,"2021-12-16","2021-12-16","NS","Zone 1 - Western",15,0,,
"2021-12-16",,"2021-12-16","2021-12-16","NS","Zone 2 - Northern",24,0,,
"2021-12-16",,"2021-12-16","2021-12-16","NS","Zone 3 - Eastern",57,0,,
"2021-12-16",,"2021-12-16","2021-12-16","NS","Zone 4 - Central",191,0,,
"2021-12-16",,"2021-12-16","2021-12-16","NS","Unknown",0,0,,
"2021-12-17",,"2021-12-17","2021-12-17","NS",,,,,
"2021-12-17",,"2021-12-17","2021-12-17","NS","Zone 1 - Western",18,0,,
"2021-12-17",,"2021-12-17","2021-12-17","NS","Zone 2 - Northern",27,0,,
"2021-12-17",,"2021-12-17","2021-12-17","NS","Zone 3 - Eastern",54,0,,
"2021-12-17",,"2021-12-17","2021-12-17","NS","Zone 4 - Central",295,0,,
"2021-12-17",,"2021-12-17","2021-12-17","NS","Unknown",0,0,,
"2021-12-18",,"2021-12-18","2021-12-18","NS",,,,,
"2021-12-18",,"2021-12-18","2021-12-18","NS","Zone 1 - Western",25,0,,
"2021-12-18",,"2021-12-18","2021-12-18","NS","Zone 2 - Northern",35,0,,
"2021-12-18",,"2021-12-18","2021-12-18","NS","Zone 3 - Eastern",70,0,,
"2021-12-18",,"2021-12-18","2021-12-18","NS","Zone 4 - Central",296,0,,
"2021-12-18",,"2021-12-18","2021-12-18","NS","Unknown",0,0,,
"2021-12-19",,"2021-12-19","2021-12-19","NS",,,,,
"2021-12-19",,"2021-12-19","2021-12-19","NS","Zone 1 - Western",18,0,,
"2021-12-19",,"2021-12-19","2021-12-19","NS","Zone 2 - Northern",43,0,,
"2021-12-19",,"2021-12-19","2021-12-19","NS","Zone 3 - Eastern",82,0,,
"2021-12-19",,"2021-12-19","2021-12-19","NS","Zone 4 - Central",333,0,,
"2021-12-19",,"2021-12-19","2021-12-19","NS","Unknown",0,0,,
"2021-12-20",,"2021-12-20","2021-12-20","NS",,,,,
"2021-12-20",,"2021-12-20","2021-12-20","NS","Zone 1 - Western",75,0,,
"2021-12-20",,"2021-12-20","2021-12-20","NS","Zone 2 - Northern",36,0,,
"2021-12-20",,"2021-12-20","2021-12-20","NS","Zone 3 - Eastern",57,0,,
"2021-12-20",,"2021-12-20","2021-12-20","NS","Zone 4 - Central",317,0,,
"2021-12-20",,"2021-12-20","2021-12-20","NS","Unknown",0,0,,
"2021-12-21",,"2021-12-21","2021-12-21","NS",,,,,
"2021-12-21",,"2021-12-21","2021-12-21","NS","Zone 1 - Western",43,0,,
"2021-12-21",,"2021-12-21","2021-12-21","NS","Zone 2 - Northern",38,0,,
"2021-12-21",,"2021-12-21","2021-12-21","NS","Zone 3 - Eastern",59,0,,
"2021-12-21",,"2021-12-21","2021-12-21","NS","Zone 4 - Central",382,0,,
"2021-12-21",,"2021-12-21","2021-12-21","NS","Unknown",0,0,,
"2021-12-22",,"2021-12-22","2021-12-22","NS",,,,,
"2021-12-22",,"2021-12-22","2021-12-22","NS","Zone 1 - Western",23,0,,
"2021-12-22",,"2021-12-22","2021-12-22","NS","Zone 2 - Northern",44,1,,
"2021-12-22",,"2021-12-22","2021-12-22","NS","Zone 3 - Eastern",36,0,,
"2021-12-22",,"2021-12-22","2021-12-22","NS","Zone 4 - Central",434,0,,
"2021-12-22",,"2021-12-22","2021-12-22","NS","Unknown",0,0,,
"2021-12-23",,"2021-12-23","2021-12-23","NS",,,,,
"2021-12-23",,"2021-12-23","2021-12-23","NS","Zone 1 - Western",57,0,,
"2021-12-23",,"2021-12-23","2021-12-23","NS","Zone 2 - Northern",79,0,,
"2021-12-23",,"2021-12-23","2021-12-23","NS","Zone 3 - Eastern",55,0,,
"2021-12-23",,"2021-12-23","2021-12-23","NS","Zone 4 - Central",498,0,,
"2021-12-23",,"2021-12-23","2021-12-23","NS","Unknown",0,0,,
"2021-12-24",,"2021-12-24","2021-12-24","NS",,,,,
"2021-12-24",,"2021-12-24","2021-12-24","NS","Zone 1 - Western",99,0,,
"2021-12-24",,"2021-12-24","2021-12-24","NS","Zone 2 - Northern",59,0,,
"2021-12-24",,"2021-12-24","2021-12-24","NS","Zone 3 - Eastern",60,0,,
"2021-12-24",,"2021-12-24","2021-12-24","NS","Zone 4 - Central",393,0,,
"2021-12-24",,"2021-12-24","2021-12-24","NS","Unknown",0,0,,
"2021-12-25",,"2021-12-25","2021-12-25","NS",,,,,
"2021-12-25",,"2021-12-25","2021-12-25","NS","Zone 1 - Western",32,0,,
"2021-12-25",,"2021-12-25","2021-12-25","NS","Zone 2 - Northern",44,0,,
"2021-12-25",,"2021-12-25","2021-12-25","NS","Zone 3 - Eastern",98,0,,
"2021-12-25",,"2021-12-25","2021-12-25","NS","Zone 4 - Central",395,0,,
"2021-12-25",,"2021-12-25","2021-12-25","NS","Unknown",0,0,,
"2021-12-26",,"2021-12-26","2021-12-26","NS",,,,,
"2021-12-26",,"2021-12-26","2021-12-26","NS","Zone 1 - Western",39,0,,
"2021-12-26",,"2021-12-26","2021-12-26","NS","Zone 2 - Northern",52,0,,
"2021-12-26",,"2021-12-26","2021-12-26","NS","Zone 3 - Eastern",56,0,,
"2021-12-26",,"2021-12-26","2021-12-26","NS","Zone 4 - Central",431,0,,
"2021-12-26",,"2021-12-26","2021-12-26","NS","Unknown",0,0,,
"2021-12-27",,"2021-12-27","2021-12-27","NS",,,,,
"2021-12-27",,"2021-12-27","2021-12-27","NS","Zone 1 - Western",57,0,,
"2021-12-27",,"2021-12-27","2021-12-27","NS","Zone 2 - Northern",42,0,,
"2021-12-27",,"2021-12-27","2021-12-27","NS","Zone 3 - Eastern",62,0,,
"2021-12-27",,"2021-12-27","2021-12-27","NS","Zone 4 - Central",420,0,,
"2021-12-27",,"2021-12-27","2021-12-27","NS","Unknown",0,0,,
"2021-12-28",,"2021-12-28","2021-12-28","NS",,,,,
"2021-12-28",,"2021-12-28","2021-12-28","NS","Zone 1 - Western",38,0,,
"2021-12-28",,"2021-12-28","2021-12-28","NS","Zone 2 - Northern",39,0,,
"2021-12-28",,"2021-12-28","2021-12-28","NS","Zone 3 - Eastern",54,0,,
"2021-12-28",,"2021-12-28","2021-12-28","NS","Zone 4 - Central",430,0,,
"2021-12-28",,"2021-12-28","2021-12-28","NS","Unknown",0,0,,
"2021-12-29",,"2021-12-29","2021-12-29","NS",,,,,
"2021-12-29",,"2021-12-29","2021-12-29","NS","Zone 1 - Western",31,0,,
"2021-12-29",,"2021-12-29","2021-12-29","NS","Zone 2 - Northern",56,0,,
"2021-12-29",,"2021-12-29","2021-12-29","NS","Zone 3 - Eastern",106,0,,
"2021-12-29",,"2021-12-29","2021-12-29","NS","Zone 4 - Central",393,0,,
"2021-12-29",,"2021-12-29","2021-12-29","NS","Unknown",0,0,,
"2021-12-30",,"2021-12-30","2021-12-30","NS",,,,,
"2021-12-30",,"2021-12-30","2021-12-30","NS","Zone 1 - Western",65,0,,
"2021-12-30",,"2021-12-30","2021-12-30","NS","Zone 2 - Northern",59,0,,
"2021-12-30",,"2021-12-30","2021-12-30","NS","Zone 3 - Eastern",56,0,,
"2021-12-30",,"2021-12-30","2021-12-30","NS","Zone 4 - Central",331,0,,
"2021-12-30",,"2021-12-30","2021-12-30","NS","Unknown",0,0,,
"2021-12-31",,"2021-12-31","2021-12-31","NS",,,,,
"2021-12-31",,"2021-12-31","2021-12-31","NS","Zone 1 - Western",77,0,,
"2021-12-31",,"2021-12-31","2021-12-31","NS","Zone 2 - Northern",48,0,,
"2021-12-31",,"2021-12-31","2021-12-31","NS","Zone 3 - Eastern",64,0,,
"2021-12-31",,"2021-12-31","2021-12-31","NS","Zone 4 - Central",429,0,,
"2021-12-31",,"2021-12-31","2021-12-31","NS","Unknown",0,0,,
"2022-01-01",,"2022-01-01","2022-01-01","NS",,,,,
"2022-01-01",,"2022-01-01","2022-01-01","NS","Zone 1 - Western",63,0,,
"2022-01-01",,"2022-01-01","2022-01-01","NS","Zone 2 - Northern",67,0,,
"2022-01-01",,"2022-01-01","2022-01-01","NS","Zone 3 - Eastern",126,0,,
"2022-01-01",,"2022-01-01","2022-01-01","NS","Zone 4 - Central",453,0,,
"2022-01-01",,"2022-01-01","2022-01-01","NS","Unknown",0,0,,
"2022-01-02",,"2022-01-02","2022-01-02","NS",,,,,
"2022-01-02",,"2022-01-02","2022-01-02","NS","Zone 1 - Western",127,0,,
"2022-01-02",,"2022-01-02","2022-01-02","NS","Zone 2 - Northern",104,0,,
"2022-01-02",,"2022-01-02","2022-01-02","NS","Zone 3 - Eastern",118,0,,
"2022-01-02",,"2022-01-02","2022-01-02","NS","Zone 4 - Central",835,0,,
"2022-01-02",,"2022-01-02","2022-01-02","NS","Unknown",0,0,,
"2022-01-03",,"2022-01-03","2022-01-03","NS",,,,,
"2022-01-03",,"2022-01-03","2022-01-03","NS","Zone 1 - Western",132,0,,
"2022-01-03",,"2022-01-03","2022-01-03","NS","Zone 2 - Northern",104,0,,
"2022-01-03",,"2022-01-03","2022-01-03","NS","Zone 3 - Eastern",120,0,,
"2022-01-03",,"2022-01-03","2022-01-03","NS","Zone 4 - Central",664,0,,
"2022-01-03",,"2022-01-03","2022-01-03","NS","Unknown",0,0,,
"2022-01-04",,"2022-01-04","2022-01-04","NS",,,,,
"2022-01-04",,"2022-01-04","2022-01-04","NS","Zone 1 - Western",153,0,,
"2022-01-04",,"2022-01-04","2022-01-04","NS","Zone 2 - Northern",141,0,,
"2022-01-04",,"2022-01-04","2022-01-04","NS","Zone 3 - Eastern",182,0,,
"2022-01-04",,"2022-01-04","2022-01-04","NS","Zone 4 - Central",544,0,,
"2022-01-04",,"2022-01-04","2022-01-04","NS","Unknown",0,0,,
"2022-01-05",,"2022-01-05","2022-01-05","NS",,,,,
"2022-01-05",,"2022-01-05","2022-01-05","NS","Zone 1 - Western",121,0,,
"2022-01-05",,"2022-01-05","2022-01-05","NS","Zone 2 - Northern",82,0,,
"2022-01-05",,"2022-01-05","2022-01-05","NS","Zone 3 - Eastern",141,0,,
"2022-01-05",,"2022-01-05","2022-01-05","NS","Zone 4 - Central",498,0,,
"2022-01-05",,"2022-01-05","2022-01-05","NS","Unknown",0,0,,
"2022-01-06",,"2022-01-06","2022-01-06","NS",,,,,
"2022-01-06",,"2022-01-06","2022-01-06","NS","Zone 1 - Western",95,0,,
"2022-01-06",,"2022-01-06","2022-01-06","NS","Zone 2 - Northern",63,0,,
"2022-01-06",,"2022-01-06","2022-01-06","NS","Zone 3 - Eastern",128,0,,
"2022-01-06",,"2022-01-06","2022-01-06","NS","Zone 4 - Central",459,0,,
"2022-01-06",,"2022-01-06","2022-01-06","NS","Unknown",0,0,,
"2022-01-07",,"2022-01-07","2022-01-07","NS",,,,,
"2022-01-07",,"2022-01-07","2022-01-07","NS","Zone 1 - Western",79,0,,
"2022-01-07",,"2022-01-07","2022-01-07","NS","Zone 2 - Northern",97,0,,
"2022-01-07",,"2022-01-07","2022-01-07","NS","Zone 3 - Eastern",108,0,,
"2022-01-07",,"2022-01-07","2022-01-07","NS","Zone 4 - Central",394,1,,
"2022-01-07",,"2022-01-07","2022-01-07","NS","Unknown",0,0,,
"2022-01-08",,"2022-01-08","2022-01-08","NS",,,,,
"2022-01-08",,"2022-01-08","2022-01-08","NS","Zone 1 - Western",180,0,,
"2022-01-08",,"2022-01-08","2022-01-08","NS","Zone 2 - Northern",127,0,,
"2022-01-08",,"2022-01-08","2022-01-08","NS","Zone 3 - Eastern",240,0,,
"2022-01-08",,"2022-01-08","2022-01-08","NS","Zone 4 - Central",598,0,,
"2022-01-08",,"2022-01-08","2022-01-08","NS","Unknown",0,0,,
"2022-01-09",,"2022-01-09","2022-01-09","NS",,,,,
"2022-01-09",,"2022-01-09","2022-01-09","NS","Zone 1 - Western",73,0,,
"2022-01-09",,"2022-01-09","2022-01-09","NS","Zone 2 - Northern",90,0,,
"2022-01-09",,"2022-01-09","2022-01-09","NS","Zone 3 - Eastern",133,0,,
"2022-01-09",,"2022-01-09","2022-01-09","NS","Zone 4 - Central",541,0,,
"2022-01-09",,"2022-01-09","2022-01-09","NS","Unknown",0,0,,
"2022-01-10",,"2022-01-10","2022-01-10","NS",,,,,
"2022-01-10",,"2022-01-10","2022-01-10","NS","Zone 1 - Western",110,0,,
"2022-01-10",,"2022-01-10","2022-01-10","NS","Zone 2 - Northern",70,1,,
"2022-01-10",,"2022-01-10","2022-01-10","NS","Zone 3 - Eastern",110,1,,
"2022-01-10",,"2022-01-10","2022-01-10","NS","Zone 4 - Central",526,1,,
"2022-01-10",,"2022-01-10","2022-01-10","NS","Unknown",0,0,,
"2022-01-11",,"2022-01-11","2022-01-11","NS",,,,,
"2022-01-11",,"2022-01-11","2022-01-11","NS","Zone 1 - Western",112,0,,
"2022-01-11",,"2022-01-11","2022-01-11","NS","Zone 2 - Northern",69,0,,
"2022-01-11",,"2022-01-11","2022-01-11","NS","Zone 3 - Eastern",103,0,,
"2022-01-11",,"2022-01-11","2022-01-11","NS","Zone 4 - Central",332,1,,
"2022-01-11",,"2022-01-11","2022-01-11","NS","Unknown",0,0,,
"2022-01-12",,"2022-01-12","2022-01-12","NS",,,,,
"2022-01-12",,"2022-01-12","2022-01-12","NS","Zone 1 - Western",122,1,,
"2022-01-12",,"2022-01-12","2022-01-12","NS","Zone 2 - Northern",106,0,,
"2022-01-12",,"2022-01-12","2022-01-12","NS","Zone 3 - Eastern",109,0,,
"2022-01-12",,"2022-01-12","2022-01-12","NS","Zone 4 - Central",500,0,,
"2022-01-12",,"2022-01-12","2022-01-12","NS","Unknown",0,0,,
"2022-01-13",,"2022-01-13","2022-01-13","NS",,,,,
"2022-01-13",,"2022-01-13","2022-01-13","NS","Zone 1 - Western",99,0,,
"2022-01-13",,"2022-01-13","2022-01-13","NS","Zone 2 - Northern",42,0,,
"2022-01-13",,"2022-01-13","2022-01-13","NS","Zone 3 - Eastern",130,0,,
"2022-01-13",,"2022-01-13","2022-01-13","NS","Zone 4 - Central",271,0,,
"2022-01-13",,"2022-01-13","2022-01-13","NS","Unknown",0,0,,
"2022-01-14",,"2022-01-14","2022-01-14","NS",,,,,
"2022-01-14",,"2022-01-14","2022-01-14","NS","Zone 1 - Western",82,0,,
"2022-01-14",,"2022-01-14","2022-01-14","NS","Zone 2 - Northern",77,0,,
"2022-01-14",,"2022-01-14","2022-01-14","NS","Zone 3 - Eastern",198,0,,
"2022-01-14",,"2022-01-14","2022-01-14","NS","Zone 4 - Central",534,0,,
"2022-01-14",,"2022-01-14","2022-01-14","NS","Unknown",0,0,,
"2022-01-15",,"2022-01-15","2022-01-15","NS",,,,,
"2022-01-15",,"2022-01-15","2022-01-15","NS","Zone 1 - Western",93,0,,
"2022-01-15",,"2022-01-15","2022-01-15","NS","Zone 2 - Northern",82,0,,
"2022-01-15",,"2022-01-15","2022-01-15","NS","Zone 3 - Eastern",113,0,,
"2022-01-15",,"2022-01-15","2022-01-15","NS","Zone 4 - Central",339,0,,
"2022-01-15",,"2022-01-15","2022-01-15","NS","Unknown",0,0,,
"2022-01-16",,"2022-01-16","2022-01-16","NS",,,,,
"2022-01-16",,"2022-01-16","2022-01-16","NS","Zone 1 - Western",105,0,,
"2022-01-16",,"2022-01-16","2022-01-16","NS","Zone 2 - Northern",36,0,,
"2022-01-16",,"2022-01-16","2022-01-16","NS","Zone 3 - Eastern",108,0,,
"2022-01-16",,"2022-01-16","2022-01-16","NS","Zone 4 - Central",447,0,,
"2022-01-16",,"2022-01-16","2022-01-16","NS","Unknown",0,0,,
"2022-01-17",,"2022-01-17","2022-01-17","NS",,,,,
"2022-01-17",,"2022-01-17","2022-01-17","NS","Zone 1 - Western",148,0,,
"2022-01-17",,"2022-01-17","2022-01-17","NS","Zone 2 - Northern",31,0,,
"2022-01-17",,"2022-01-17","2022-01-17","NS","Zone 3 - Eastern",89,1,,
"2022-01-17",,"2022-01-17","2022-01-17","NS","Zone 4 - Central",227,3,,
"2022-01-17",,"2022-01-17","2022-01-17","NS","Unknown",0,0,,
"2022-01-18",,"2022-01-18","2022-01-18","NS",,,,,
"2022-01-18",,"2022-01-18","2022-01-18","NS","Zone 1 - Western",74,0,,
"2022-01-18",,"2022-01-18","2022-01-18","NS","Zone 2 - Northern",40,0,,
"2022-01-18",,"2022-01-18","2022-01-18","NS","Zone 3 - Eastern",68,1,,
"2022-01-18",,"2022-01-18","2022-01-18","NS","Zone 4 - Central",233,0,,
"2022-01-18",,"2022-01-18","2022-01-18","NS","Unknown",0,0,,
"2022-01-19",,"2022-01-19","2022-01-19","NS",,,,,
"2022-01-19",,"2022-01-19","2022-01-19","NS","Zone 1 - Western",67,0,,
"2022-01-19",,"2022-01-19","2022-01-19","NS","Zone 2 - Northern",49,0,,
"2022-01-19",,"2022-01-19","2022-01-19","NS","Zone 3 - Eastern",144,0,,
"2022-01-19",,"2022-01-19","2022-01-19","NS","Zone 4 - Central",267,3,,
"2022-01-19",,"2022-01-19","2022-01-19","NS","Unknown",0,0,,
"2022-01-20",,"2022-01-20","2022-01-20","NS",,,,,
"2022-01-20",,"2022-01-20","2022-01-20","NS","Zone 1 - Western",156,0,,
"2022-01-20",,"2022-01-20","2022-01-20","NS","Zone 2 - Northern",63,1,,
"2022-01-20",,"2022-01-20","2022-01-20","NS","Zone 3 - Eastern",95,1,,
"2022-01-20",,"2022-01-20","2022-01-20","NS","Zone 4 - Central",382,1,,
"2022-01-20",,"2022-01-20","2022-01-20","NS","Unknown",0,0,,
"2022-01-21",,"2022-01-21","2022-01-21","NS",,,,,
"2022-01-21",,"2022-01-21","2022-01-21","NS","Zone 1 - Western",163,0,,
"2022-01-21",,"2022-01-21","2022-01-21","NS","Zone 2 - Northern",49,0,,
"2022-01-21",,"2022-01-21","2022-01-21","NS","Zone 3 - Eastern",120,0,,
"2022-01-21",,"2022-01-21","2022-01-21","NS","Zone 4 - Central",269,0,,
"2022-01-21",,"2022-01-21","2022-01-21","NS","Unknown",0,0,,
"2022-01-22",,"2022-01-22","2022-01-22","NS",,,,,
"2022-01-22",,"2022-01-22","2022-01-22","NS","Zone 1 - Western",136,0,,
"2022-01-22",,"2022-01-22","2022-01-22","NS","Zone 2 - Northern",59,0,,
"2022-01-22",,"2022-01-22","2022-01-22","NS","Zone 3 - Eastern",88,0,,
"2022-01-22",,"2022-01-22","2022-01-22","NS","Zone 4 - Central",219,0,,
"2022-01-22",,"2022-01-22","2022-01-22","NS","Unknown",0,0,,
"2022-01-23",,"2022-01-23","2022-01-23","NS",,,,,
"2022-01-23",,"2022-01-23","2022-01-23","NS","Zone 1 - Western",108,0,,
"2022-01-23",,"2022-01-23","2022-01-23","NS","Zone 2 - Northern",63,0,,
"2022-01-23",,"2022-01-23","2022-01-23","NS","Zone 3 - Eastern",76,0,,
"2022-01-23",,"2022-01-23","2022-01-23","NS","Zone 4 - Central",256,0,,
"2022-01-23",,"2022-01-23","2022-01-23","NS","Unknown",0,0,,
"2022-01-24",,"2022-01-24","2022-01-24","NS",,,,,
"2022-01-24",,"2022-01-24","2022-01-24","NS","Zone 1 - Western",91,2,,
"2022-01-24",,"2022-01-24","2022-01-24","NS","Zone 2 - Northern",61,0,,
"2022-01-24",,"2022-01-24","2022-01-24","NS","Zone 3 - Eastern",45,0,,
"2022-01-24",,"2022-01-24","2022-01-24","NS","Zone 4 - Central",165,3,,
"2022-01-24",,"2022-01-24","2022-01-24","NS","Unknown",0,0,,
"2022-01-25",,"2022-01-25","2022-01-25","NS",,,,,
"2022-01-25",,"2022-01-25","2022-01-25","NS","Zone 1 - Western",116,0,,
"2022-01-25",,"2022-01-25","2022-01-25","NS","Zone 2 - Northern",80,0,,
"2022-01-25",,"2022-01-25","2022-01-25","NS","Zone 3 - Eastern",62,1,,
