"name","region","sub_region_1","date","value"
"cases","NS","Central","2020-03-15",2
"cases","NS","Eastern","2020-03-15",0
"cases","NS","Northern","2020-03-15",0
"cases","NS","Western","2020-03-15",1
"cases","NS","Central","2020-03-16",4
"cases","NS","Eastern","2020-03-16",0
"cases","NS","Northern","2020-03-16",0
"cases","NS","Western","2020-03-16",1
"cases","NS","Central","2020-03-17",5
"cases","NS","Eastern","2020-03-17",0
"cases","NS","Northern","2020-03-17",0
"cases","NS","Western","2020-03-17",2
"cases","NS","Central","2020-03-18",7
"cases","NS","Eastern","2020-03-18",1
"cases","NS","Northern","2020-03-18",0
"cases","NS","Western","2020-03-18",4
"cases","NS","Central","2020-03-19",9
"cases","NS","Eastern","2020-03-19",2
"cases","NS","Northern","2020-03-19",0
"cases","NS","Western","2020-03-19",4
"cases","NS","Central","2020-03-20",10
"cases","NS","Eastern","2020-03-20",2
"cases","NS","Northern","2020-03-20",0
"cases","NS","Western","2020-03-20",4
"cases","NS","Central","2020-03-21",14
"cases","NS","Eastern","2020-03-21",2
"cases","NS","Northern","2020-03-21",0
"cases","NS","Western","2020-03-21",5
"cases","NS","Central","2020-03-22",20
"cases","NS","Eastern","2020-03-22",2
"cases","NS","Northern","2020-03-22",2
"cases","NS","Western","2020-03-22",5
"cases","NS","Central","2020-03-23",30
"cases","NS","Eastern","2020-03-23",2
"cases","NS","Northern","2020-03-23",2
"cases","NS","Western","2020-03-23",8
"cases","NS","Central","2020-03-24",36
"cases","NS","Eastern","2020-03-24",4
"cases","NS","Northern","2020-03-24",2
"cases","NS","Western","2020-03-24",10
"cases","NS","Central","2020-03-25",45
"cases","NS","Eastern","2020-03-25",6
"cases","NS","Northern","2020-03-25",8
"cases","NS","Western","2020-03-25",10
"cases","NS","Central","2020-03-26",48
"cases","NS","Eastern","2020-03-26",7
"cases","NS","Northern","2020-03-26",9
"cases","NS","Western","2020-03-26",10
"cases","NS","Central","2020-03-27",59
"cases","NS","Eastern","2020-03-27",7
"cases","NS","Northern","2020-03-27",10
"cases","NS","Western","2020-03-27",15
"cases","NS","Central","2020-03-28",70
"cases","NS","Eastern","2020-03-28",13
"cases","NS","Northern","2020-03-28",13
"cases","NS","Western","2020-03-28",16
"cases","NS","Central","2020-03-29",77
"cases","NS","Eastern","2020-03-29",13
"cases","NS","Northern","2020-03-29",16
"cases","NS","Western","2020-03-29",18
"cases","NS","Central","2020-03-30",81
"cases","NS","Eastern","2020-03-30",13
"cases","NS","Northern","2020-03-30",17
"cases","NS","Western","2020-03-30",18
"cases","NS","Central","2020-03-31",91
"cases","NS","Eastern","2020-03-31",14
"cases","NS","Northern","2020-03-31",23
"cases","NS","Western","2020-03-31",20
"cases","NS","Central","2020-04-01",99
"cases","NS","Eastern","2020-04-01",16
"cases","NS","Northern","2020-04-01",28
"cases","NS","Western","2020-04-01",30
"cases","NS","Central","2020-04-02",112
"cases","NS","Eastern","2020-04-02",19
"cases","NS","Northern","2020-04-02",31
"cases","NS","Western","2020-04-02",31
"cases","NS","Central","2020-04-03",124
"cases","NS","Eastern","2020-04-03",20
"cases","NS","Northern","2020-04-03",31
"cases","NS","Western","2020-04-03",32
"cases","NS","Central","2020-04-04",147
"cases","NS","Eastern","2020-04-04",22
"cases","NS","Northern","2020-04-04",34
"cases","NS","Western","2020-04-04",33
"cases","NS","Central","2020-04-05",167
"cases","NS","Eastern","2020-04-05",23
"cases","NS","Northern","2020-04-05",35
"cases","NS","Western","2020-04-05",37
"cases","NS","Central","2020-04-06",189
"cases","NS","Eastern","2020-04-06",26
"cases","NS","Northern","2020-04-06",39
"cases","NS","Western","2020-04-06",39
"cases","NS","Central","2020-04-07",200
"cases","NS","Eastern","2020-04-07",29
"cases","NS","Northern","2020-04-07",41
"cases","NS","Western","2020-04-07",40
"cases","NS","Central","2020-04-08",226
"cases","NS","Eastern","2020-04-08",33
"cases","NS","Northern","2020-04-08",43
"cases","NS","Western","2020-04-08",40
"cases","NS","Central","2020-04-09",252
"cases","NS","Eastern","2020-04-09",35
"cases","NS","Northern","2020-04-09",44
"cases","NS","Western","2020-04-09",42
"cases","NS","Central","2020-04-10",282
"cases","NS","Eastern","2020-04-10",38
"cases","NS","Northern","2020-04-10",45
"cases","NS","Western","2020-04-10",42
"cases","NS","Central","2020-04-11",302
"cases","NS","Eastern","2020-04-11",38
"cases","NS","Northern","2020-04-11",45
"cases","NS","Western","2020-04-11",43
"cases","NS","Central","2020-04-12",318
"cases","NS","Eastern","2020-04-12",39
"cases","NS","Northern","2020-04-12",45
"cases","NS","Western","2020-04-12",43
"cases","NS","Central","2020-04-13",344
"cases","NS","Eastern","2020-04-13",41
"cases","NS","Northern","2020-04-13",45
"cases","NS","Western","2020-04-13",44
"cases","NS","Central","2020-04-14",387
"cases","NS","Eastern","2020-04-14",41
"cases","NS","Northern","2020-04-14",45
"cases","NS","Western","2020-04-14",44
"cases","NS","Central","2020-04-15",416
"cases","NS","Eastern","2020-04-15",43
"cases","NS","Northern","2020-04-15",46
"cases","NS","Western","2020-04-15",44
"cases","NS","Central","2020-04-16",444
"cases","NS","Eastern","2020-04-16",44
"cases","NS","Northern","2020-04-16",46
"cases","NS","Western","2020-04-16",45
"cases","NS","Central","2020-04-17",468
"cases","NS","Eastern","2020-04-17",45
"cases","NS","Northern","2020-04-17",47
"cases","NS","Western","2020-04-17",46
"cases","NS","Central","2020-04-18",509
"cases","NS","Eastern","2020-04-18",46
"cases","NS","Northern","2020-04-18",47
