"name","region","sub_region_1","date","value_daily"
"cases","NS","Western","2021-01-23",0
"cases","NS","Northern","2021-01-23",0
"cases","NS","Eastern","2021-01-23",0
"cases","NS","Central","2021-01-23",0
"cases","NS","Western","2021-01-24",0
"cases","NS","Northern","2021-01-24",0
"cases","NS","Eastern","2021-01-24",0
"cases","NS","Central","2021-01-24",1
"cases","NS","Western","2021-01-25",0
"cases","NS","Northern","2021-01-25",0
"cases","NS","Eastern","2021-01-25",0
"cases","NS","Central","2021-01-25",0
"cases","NS","Western","2021-01-26",0
"cases","NS","Northern","2021-01-26",0
"cases","NS","Eastern","2021-01-26",0
"cases","NS","Central","2021-01-26",1
"cases","NS","Western","2021-01-27",0
"cases","NS","Northern","2021-01-27",0
"cases","NS","Eastern","2021-01-27",2
"cases","NS","Central","2021-01-27",2
"cases","NS","Western","2021-01-28",0
"cases","NS","Northern","2021-01-28",0
"cases","NS","Eastern","2021-01-28",0
"cases","NS","Central","2021-01-28",0
"cases","NS","Western","2021-01-29",0
"cases","NS","Northern","2021-01-29",0
"cases","NS","Eastern","2021-01-29",1
"cases","NS","Central","2021-01-29",0
"cases","NS","Western","2021-01-30",1
"cases","NS","Northern","2021-01-30",0
"cases","NS","Eastern","2021-01-30",0
"cases","NS","Central","2021-01-30",2
"cases","NS","Western","2021-01-31",0
"cases","NS","Northern","2021-01-31",0
"cases","NS","Eastern","2021-01-31",0
"cases","NS","Central","2021-01-31",0
"cases","NS","Western","2021-02-01",1
"cases","NS","Northern","2021-02-01",0
"cases","NS","Eastern","2021-02-01",0
"cases","NS","Central","2021-02-01",0
"cases","NS","Western","2021-02-02",0
"cases","NS","Northern","2021-02-02",0
"cases","NS","Eastern","2021-02-02",0
"cases","NS","Central","2021-02-02",1
"cases","NS","Western","2021-02-03",0
"cases","NS","Northern","2021-02-03",0
"cases","NS","Eastern","2021-02-03",0
"cases","NS","Central","2021-02-03",1
"cases","NS","Western","2021-02-04",0
"cases","NS","Northern","2021-02-04",0
"cases","NS","Eastern","2021-02-04",0
"cases","NS","Central","2021-02-04",1
"cases","NS","Western","2021-02-05",0
"cases","NS","Northern","2021-02-05",0
"cases","NS","Eastern","2021-02-05",0
"cases","NS","Central","2021-02-05",0
"cases","NS","Western","2021-02-06",0
"cases","NS","Northern","2021-02-06",0
"cases","NS","Eastern","2021-02-06",0
"cases","NS","Central","2021-02-06",0
"cases","NS","Western","2021-02-07",0
"cases","NS","Northern","2021-02-07",0
"cases","NS","Eastern","2021-02-07",0
"cases","NS","Central","2021-02-07",1
"cases","NS","Western","2021-02-08",0
"cases","NS","Northern","2021-02-08",0
"cases","NS","Eastern","2021-02-08",0
"cases","NS","Central","2021-02-08",1
"cases","NS","Western","2021-02-09",0
"cases","NS","Northern","2021-02-09",0
"cases","NS","Eastern","2021-02-09",0
"cases","NS","Central","2021-02-09",1
"cases","NS","Western","2021-02-10",0
"cases","NS","Northern","2021-02-10",0
"cases","NS","Eastern","2021-02-10",0
"cases","NS","Central","2021-02-10",1
"cases","NS","Western","2021-02-11",0
"cases","NS","Northern","2021-02-11",0
"cases","NS","Eastern","2021-02-11",0
"cases","NS","Central","2021-02-11",2
"cases","NS","Western","2021-02-12",0
"cases","NS","Northern","2021-02-12",0
"cases","NS","Eastern","2021-02-12",0
"cases","NS","Central","2021-02-12",0
"cases","NS","Western","2021-02-13",1
"cases","NS","Northern","2021-02-13",1
"cases","NS","Eastern","2021-02-13",0
"cases","NS","Central","2021-02-13",0
"cases","NS","Western","2021-02-14",0
"cases","NS","Northern","2021-02-14",0
"cases","NS","Eastern","2021-02-14",1
"cases","NS","Central","2021-02-14",0
"cases","NS","Western","2021-02-15",0
"cases","NS","Northern","2021-02-15",0
"cases","NS","Eastern","2021-02-15",0
"cases","NS","Central","2021-02-15",1
"cases","NS","Western","2021-02-16",1
"cases","NS","Northern","2021-02-16",0
"cases","NS","Eastern","2021-02-16",0
"cases","NS","Central","2021-02-16",2
"cases","NS","Western","2021-02-17",0
"cases","NS","Northern","2021-02-17",0
"cases","NS","Eastern","2021-02-17",0
"cases","NS","Central","2021-02-17",3
"cases","NS","Western","2021-02-18",1
"cases","NS","Northern","2021-02-18",0
"cases","NS","Eastern","2021-02-18",0
"cases","NS","Central","2021-02-18",1
"cases","NS","Western","2021-02-19",0
"cases","NS","Northern","2021-02-19",0
"cases","NS","Eastern","2021-02-19",1
"cases","NS","Central","2021-02-19",1
"cases","NS","Western","2021-02-20",1
"cases","NS","Northern","2021-02-20",0
"cases","NS","Eastern","2021-02-20",0
"cases","NS","Central","2021-02-20",3
"cases","NS","Western","2021-02-21",0
"cases","NS","Northern","2021-02-21",0
"cases","NS","Eastern","2021-02-21",1
"cases","NS","Central","2021-02-21",0
"cases","NS","Western","2021-02-22",0
"cases","NS","Northern","2021-02-22",0
"cases","NS","Eastern","2021-02-22",0
"cases","NS","Central","2021-02-22",1
"cases","NS","Western","2021-02-23",1
"cases","NS","Northern","2021-02-23",0
"cases","NS","Eastern","2021-02-23",0
"cases","NS","Central","2021-02-23",2
"cases","NS","Western","2021-02-24",0
"cases","NS","Northern","2021-02-24",0
"cases","NS","Eastern","2021-02-24",0
"cases","NS","Central","2021-02-24",3
"cases","NS","Western","2021-02-25",0
"cases","NS","Northern","2021-02-25",0
"cases","NS","Eastern","2021-02-25",1
"cases","NS","Central","2021-02-25",7
"cases","NS","Western","2021-02-26",0
"cases","NS","Northern","2021-02-26",0
"cases","NS","Eastern","2021-02-26",1
"cases","NS","Central","2021-02-26",9
"cases","NS","Western","2021-02-27",0
"cases","NS","Northern","2021-02-27",0
"cases","NS","Eastern","2021-02-27",1
"cases","NS","Central","2021-02-27",3
"cases","NS","Western","2021-02-28",0
"cases","NS","Northern","2021-02-28",1
"cases","NS","Eastern","2021-02-28",1
"cases","NS","Central","2021-02-28",1
"cases","NS","Western","2021-03-01",0
"cases","NS","Northern","2021-03-01",0
"cases","NS","Eastern","2021-03-01",0
"cases","NS","Central","2021-03-01",1
"cases","NS","Western","2021-03-02",0
"cases","NS","Northern","2021-03-02",1
"cases","NS","Eastern","2021-03-02",0
"cases","NS","Central","2021-03-02",0
"cases","NS","Western","2021-03-03",0
"cases","NS","Northern","2021-03-03",1
"cases","NS","Eastern","2021-03-03",0
"cases","NS","Central","2021-03-03",2
"cases","NS","Western","2021-03-04",0
"cases","NS","Northern","2021-03-04",0
"cases","NS","Eastern","2021-03-04",0
"cases","NS","Central","2021-03-04",3
"cases","NS","Western","2021-03-05",0
"cases","NS","Northern","2021-03-05",0
"cases","NS","Eastern","2021-03-05",0
"cases","NS","Central","2021-03-05",2
"cases","NS","Western","2021-03-06",0
"cases","NS","Northern","2021-03-06",1
"cases","NS","Eastern","2021-03-06",1
"cases","NS","Central","2021-03-06",4
"cases","NS","Western","2021-03-07",0
"cases","NS","Northern","2021-03-07",0
"cases","NS","Eastern","2021-03-07",0
"cases","NS","Central","2021-03-07",2
"cases","NS","Western","2021-03-08",0
"cases","NS","Northern","2021-03-08",0
"cases","NS","Eastern","2021-03-08",0
"cases","NS","Central","2021-03-08",0
"cases","NS","Western","2021-03-09",2
"cases","NS","Northern","2021-03-09",0
"cases","NS","Eastern","2021-03-09",0
"cases","NS","Central","2021-03-09",3
"cases","NS","Western","2021-03-10",1
"cases","NS","Northern","2021-03-10",0
"cases","NS","Eastern","2021-03-10",0
"cases","NS","Central","2021-03-10",0
"cases","NS","Western","2021-03-11",0
"cases","NS","Northern","2021-03-11",0
"cases","NS","Eastern","2021-03-11",0
"cases","NS","Central","2021-03-11",0
"cases","NS","Western","2021-03-12",0
"cases","NS","Northern","2021-03-12",0
"cases","NS","Eastern","2021-03-12",0
"cases","NS","Central","2021-03-12",0
"cases","NS","Western","2021-03-13",3
"cases","NS","Northern","2021-03-13",0
"cases","NS","Eastern","2021-03-13",0
"cases","NS","Central","2021-03-13",1
"cases","NS","Western","2021-03-14",0
"cases","NS","Northern","2021-03-14",0
"cases","NS","Eastern","2021-03-14",0
"cases","NS","Central","2021-03-14",1
"cases","NS","Western","2021-03-15",0
"cases","NS","Northern","2021-03-15",0
"cases","NS","Eastern","2021-03-15",0
"cases","NS","Central","2021-03-15",0
"cases","NS","Western","2021-03-16",0
"cases","NS","Northern","2021-03-16",0
"cases","NS","Eastern","2021-03-16",0
"cases","NS","Central","2021-03-16",2
"cases","NS","Western","2021-03-17",1
"cases","NS","Northern","2021-03-17",0
"cases","NS","Eastern","2021-03-17",0
"cases","NS","Central","2021-03-17",1
"cases","NS","Western","2021-03-18",0
"cases","NS","Northern","2021-03-18",0
"cases","NS","Eastern","2021-03-18",0
"cases","NS","Central","2021-03-18",3
"cases","NS","Western","2021-03-19",0
"cases","NS","Northern","2021-03-19",0
"cases","NS","Eastern","2021-03-19",0
"cases","NS","Central","2021-03-19",3
"cases","NS","Western","2021-03-20",0
"cases","NS","Northern","2021-03-20",0
"cases","NS","Eastern","2021-03-20",0
"cases","NS","Central","2021-03-20",2
"cases","NS","Western","2021-03-21",0
"cases","NS","Northern","2021-03-21",0
"cases","NS","Eastern","2021-03-21",2
"cases","NS","Central","2021-03-21",4
"cases","NS","Western","2021-03-22",0
"cases","NS","Northern","2021-03-22",0
"cases","NS","Eastern","2021-03-22",0
"cases","NS","Central","2021-03-22",2
"cases","NS","Western","2021-03-23",0
"cases","NS","Northern","2021-03-23",0
"cases","NS","Eastern","2021-03-23",1
"cases","NS","Central","2021-03-23",0
"cases","NS","Western","2021-03-24",0
"cases","NS","Northern","2021-03-24",0
"cases","NS","Eastern","2021-03-24",0
"cases","NS","Central","2021-03-24",5
"cases","NS","Western","2021-03-25",0
"cases","NS","Northern","2021-03-25",0
"cases","NS","Eastern","2021-03-25",1
"cases","NS","Central","2021-03-25",2
"cases","NS","Western","2021-03-26",0
"cases","NS","Northern","2021-03-26",0
"cases","NS","Eastern","2021-03-26",0
"cases","NS","Central","2021-03-26",5
"cases","NS","Western","2021-03-27",0
"cases","NS","Northern","2021-03-27",0
"cases","NS","Eastern","2021-03-27",0
"cases","NS","Central","2021-03-27",5
"cases","NS","Western","2021-03-28",0
"cases","NS","Northern","2021-03-28",0
"cases","NS","Eastern","2021-03-28",0
"cases","NS","Central","2021-03-28",2
"cases","NS","Western","2021-03-29",0
"cases","NS","Northern","2021-03-29",0
"cases","NS","Eastern","2021-03-29",0
"cases","NS","Central","2021-03-29",0
"cases","NS","Western","2021-03-30",0
"cases","NS","Northern","2021-03-30",1
"cases","NS","Eastern","2021-03-30",1
"cases","NS","Central","2021-03-30",1
"cases","NS","Western","2021-03-31",1
"cases","NS","Northern","2021-03-31",0
"cases","NS","Eastern","2021-03-31",0
"cases","NS","Central","2021-03-31",1
"cases","NS","Western","2021-04-01",1
"cases","NS","Northern","2021-04-01",0
"cases","NS","Eastern","2021-04-01",0
"cases","NS","Central","2021-04-01",2
"cases","NS","Western","2021-04-02",6
"cases","NS","Northern","2021-04-02",0
"cases","NS","Eastern","2021-04-02",0
"cases","NS","Central","2021-04-02",3
"cases","NS","Western","2021-04-03",0
"cases","NS","Northern","2021-04-03",0
"cases","NS","Eastern","2021-04-03",2
"cases","NS","Central","2021-04-03",2
"cases","NS","Western","2021-04-04",3
"cases","NS","Northern","2021-04-04",0
"cases","NS","Eastern","2021-04-04",1
"cases","NS","Central","2021-04-04",3
"cases","NS","Western","2021-04-05",0
"cases","NS","Northern","2021-04-05",0
"cases","NS","Eastern","2021-04-05",0
"cases","NS","Central","2021-04-05",2
"cases","NS","Western","2021-04-06",0
"cases","NS","Northern","2021-04-06",0
"cases","NS","Eastern","2021-04-06",1
"cases","NS","Central","2021-04-06",5
"cases","NS","Western","2021-04-07",0
"cases","NS","Northern","2021-04-07",0
"cases","NS","Eastern","2021-04-07",0
"cases","NS","Central","2021-04-07",2
"cases","NS","Western","2021-04-08",0
"cases","NS","Northern","2021-04-08",0
"cases","NS","Eastern","2021-04-08",2
"cases","NS","Central","2021-04-08",3
"cases","NS","Western","2021-04-09",0
"cases","NS","Northern","2021-04-09",1
"cases","NS","Eastern","2021-04-09",0
"cases","NS","Central","2021-04-09",1
"cases","NS","Western","2021-04-10",2
"cases","NS","Northern","2021-04-10",0
"cases","NS","Eastern","2021-04-10",0
"cases","NS","Central","2021-04-10",5
"cases","NS","Western","2021-04-11",0
"cases","NS","Northern","2021-04-11",0
"cases","NS","Eastern","2021-04-11",1
"cases","NS","Central","2021-04-11",4
"cases","NS","Western","2021-04-12",0
"cases","NS","Northern","2021-04-12",0
"cases","NS","Eastern","2021-04-12",0
"cases","NS","Central","2021-04-12",7
"cases","NS","Western","2021-04-13",3
"cases","NS","Northern","2021-04-13",0
"cases","NS","Eastern","2021-04-13",1
"cases","NS","Central","2021-04-13",2
"cases","NS","Western","2021-04-14",0
"cases","NS","Northern","2021-04-14",0
"cases","NS","Eastern","2021-04-14",1
"cases","NS","Central","2021-04-14",1
"cases","NS","Western","2021-04-15",1
"cases","NS","Northern","2021-04-15",0
"cases","NS","Eastern","2021-04-15",2
"cases","NS","Central","2021-04-15",0
"cases","NS","Western","2021-04-16",1
"cases","NS","Northern","2021-04-16",0
"cases","NS","Eastern","2021-04-16",2
"cases","NS","Central","2021-04-16",3
"cases","NS","Western","2021-04-17",1
"cases","NS","Northern","2021-04-17",0
"cases","NS","Eastern","2021-04-17",5
"cases","NS","Central","2021-04-17",2
"cases","NS","Western","2021-04-18",0
"cases","NS","Northern","2021-04-18",0
"cases","NS","Eastern","2021-04-18",3
"cases","NS","Central","2021-04-18",4
"cases","NS","Western","2021-04-19",1
"cases","NS","Northern","2021-04-19",0
"cases","NS","Eastern","2021-04-19",6
"cases","NS","Central","2021-04-19",8
"cases","NS","Western","2021-04-20",2
"cases","NS","Northern","2021-04-20",0
"cases","NS","Eastern","2021-04-20",1
"cases","NS","Central","2021-04-20",6
"cases","NS","Western","2021-04-21",0
"cases","NS","Northern","2021-04-21",3
"cases","NS","Eastern","2021-04-21",3
"cases","NS","Central","2021-04-21",19
"cases","NS","Western","2021-04-22",1
"cases","NS","Northern","2021-04-22",1
"cases","NS","Eastern","2021-04-22",3
"cases","NS","Central","2021-04-22",33
"cases","NS","Western","2021-04-23",4
"cases","NS","Northern","2021-04-23",2
"cases","NS","Eastern","2021-04-23",5
"cases","NS","Central","2021-04-23",33
