"name","region","date","value_daily"
"hosp_admissions","NS","2021-12-08",1
"hosp_admissions","NS","2021-12-09",1
"hosp_admissions","NS","2021-12-10",0
"hosp_admissions","NS","2021-12-11",1
"hosp_admissions","NS","2021-12-12",1
"hosp_admissions","NS","2021-12-13",0
"hosp_admissions","NS","2021-12-14",2
"hosp_admissions","NS","2021-12-15",2
"hosp_admissions","NS","2021-12-16",1
"hosp_admissions","NS","2021-12-17",3
"hosp_admissions","NS","2021-12-18",2
"hosp_admissions","NS","2021-12-19",2
"hosp_admissions","NS","2021-12-20",1
"hosp_admissions","NS","2021-12-21",4
"hosp_admissions","NS","2021-12-22",9
"hosp_admissions","NS","2021-12-23",6
"hosp_admissions","NS","2021-12-24",6
"hosp_admissions","NS","2021-12-25",3
"hosp_admissions","NS","2021-12-26",2
"hosp_admissions","NS","2021-12-27",8
"hosp_admissions","NS","2021-12-28",7
"hosp_admissions","NS","2021-12-29",12
"hosp_admissions","NS","2021-12-30",8
"hosp_admissions","NS","2021-12-31",6
"hosp_admissions","NS","2022-01-01",5
"hosp_admissions","NS","2022-01-02",4
"hosp_admissions","NS","2022-01-03",12
"hosp_admissions","NS","2022-01-04",13
"hosp_admissions","NS","2022-01-05",8
"hosp_admissions","NS","2022-01-06",12
"hosp_admissions","NS","2022-01-07",12
"hosp_admissions","NS","2022-01-08",6
"hosp_admissions","NS","2022-01-09",13
"hosp_admissions","NS","2022-01-10",17
"hosp_admissions","NS","2022-01-11",16
"hosp_admissions","NS","2022-01-12",6
"hosp_admissions","NS","2022-01-13",7
"hosp_admissions","NS","2022-01-14",11
"hosp_admissions","NS","2022-01-15",17
"hosp_admissions","NS","2022-01-16",11
"hosp_admissions","NS","2022-01-17",14
"hosp_admissions","NS","2022-01-18",16
"hosp_admissions","NS","2022-01-19",18
"hosp_admissions","NS","2022-01-20",21
"hosp_admissions","NS","2022-01-21",11
"hosp_admissions","NS","2022-01-22",12
"hosp_admissions","NS","2022-01-23",17
"hosp_admissions","NS","2022-01-24",16
"hosp_admissions","NS","2022-01-25",14
"hosp_admissions","NS","2022-01-26",11
"hosp_admissions","NS","2022-01-27",16
"hosp_admissions","NS","2022-01-28",11
"hosp_admissions","NS","2022-01-29",11
"hosp_admissions","NS","2022-01-30",15
"hosp_admissions","NS","2022-01-31",13
"hosp_admissions","NS","2022-02-01",8
"hosp_admissions","NS","2022-02-02",15
"hosp_admissions","NS","2022-02-03",18
"hosp_admissions","NS","2022-02-04",16
"hosp_admissions","NS","2022-02-05",9
"hosp_admissions","NS","2022-02-06",9
"hosp_admissions","NS","2022-02-07",16
"hosp_admissions","NS","2022-02-08",13
"hosp_admissions","NS","2022-02-09",10
"hosp_admissions","NS","2022-02-10",16
"hosp_admissions","NS","2022-02-11",6
"hosp_admissions","NS","2022-02-12",4
"hosp_admissions","NS","2022-02-13",3
"hosp_admissions","NS","2022-02-14",13
"hosp_admissions","NS","2022-02-15",6
"hosp_admissions","NS","2022-02-16",15
"hosp_admissions","NS","2022-02-17",3
"hosp_admissions","NS","2022-02-18",5
"hosp_admissions","NS","2022-02-19",6
"hosp_admissions","NS","2022-02-20",5
"hosp_admissions","NS","2022-02-21",2
"hosp_admissions","NS","2022-02-22",7
"hosp_admissions","NS","2022-02-23",7
"hosp_admissions","NS","2022-02-24",8
"hosp_admissions","NS","2022-02-25",6
"hosp_admissions","NS","2022-02-26",5
"hosp_admissions","NS","2022-02-27",7
"hosp_admissions","NS","2022-02-28",5
"hosp_admissions","NS","2022-03-01",4
"hosp_admissions","NS","2022-03-02",6
"hosp_admissions","NS","2022-03-03",6
"hosp_admissions","NS","2022-03-04",4
"hosp_admissions","NS","2022-03-05",5
"hosp_admissions","NS","2022-03-06",9
"hosp_admissions","NS","2022-03-07",9
"hosp_admissions","NS","2022-03-08",6
"hosp_admissions","NS","2022-03-09",11
"hosp_admissions","NS","2022-03-10",8
"hosp_admissions","NS","2022-03-11",3
"hosp_admissions","NS","2022-03-12",8
"hosp_admissions","NS","2022-03-13",6
"hosp_admissions","NS","2022-03-14",3
"hosp_admissions","NS","2022-03-15",3
"hosp_admissions","NS","2022-03-16",5
"hosp_admissions","NS","2022-03-17",6
"hosp_admissions","NS","2022-03-18",5
"hosp_admissions","NS","2022-03-19",5
"hosp_admissions","NS","2022-03-20",5
"hosp_admissions","NS","2022-03-21",9
"hosp_admissions","NS","2022-03-22",9
"hosp_admissions","NS","2022-03-23",5
"hosp_admissions","NS","2022-03-24",7
"hosp_admissions","NS","2022-03-25",11
"hosp_admissions","NS","2022-03-26",8
"hosp_admissions","NS","2022-03-27",9
"hosp_admissions","NS","2022-03-28",5
"hosp_admissions","NS","2022-03-29",11
"hosp_admissions","NS","2022-03-30",14
"hosp_admissions","NS","2022-03-31",7
"hosp_admissions","NS","2022-04-01",10
"hosp_admissions","NS","2022-04-02",13
"hosp_admissions","NS","2022-04-03",11
"hosp_admissions","NS","2022-04-04",10
"hosp_admissions","NS","2022-04-05",11
"hosp_admissions","NS","2022-04-06",13
"hosp_admissions","NS","2022-04-07",13
"hosp_admissions","NS","2022-04-08",13
"hosp_admissions","NS","2022-04-09",14
"hosp_admissions","NS","2022-04-10",14
"hosp_admissions","NS","2022-04-11",17
"hosp_admissions","NS","2022-04-12",11
"hosp_admissions","NS","2022-04-13",14
"hosp_admissions","NS","2022-04-14",14
"hosp_admissions","NS","2022-04-15",12
"hosp_admissions","NS","2022-04-16",13
"hosp_admissions","NS","2022-04-17",15
"hosp_admissions","NS","2022-04-18",17
"hosp_admissions","NS","2022-04-19",14
"hosp_admissions","NS","2022-04-20",18
"hosp_admissions","NS","2022-04-21",18
"hosp_admissions","NS","2022-04-22",15
"hosp_admissions","NS","2022-04-23",9
"hosp_admissions","NS","2022-04-24",11
"hosp_admissions","NS","2022-04-25",13
"hosp_admissions","NS","2022-04-26",7
"hosp_admissions","NS","2022-04-27",17
"hosp_admissions","NS","2022-04-28",14
"hosp_admissions","NS","2022-04-29",12
"hosp_admissions","NS","2022-04-30",12
"hosp_admissions","NS","2022-05-01",10
"hosp_admissions","NS","2022-05-02",9
"hosp_admissions","NS","2022-05-03",6
"hosp_admissions","NS","2022-05-04",10
"hosp_admissions","NS","2022-05-05",23
"hosp_admissions","NS","2022-05-06",11
"hosp_admissions","NS","2022-05-07",7
"hosp_admissions","NS","2022-05-08",16
"hosp_admissions","NS","2022-05-09",7
"hosp_admissions","NS","2022-05-10",12
"hosp_admissions","NS","2022-05-11",9
"hosp_admissions","NS","2022-05-12",10
"hosp_admissions","NS","2022-05-13",10
"hosp_admissions","NS","2022-05-14",8
"hosp_admissions","NS","2022-05-15",8
"hosp_admissions","NS","2022-05-16",9
"hosp_admissions","NS","2022-05-17",7
"hosp_admissions","NS","2022-05-18",7
"hosp_admissions","NS","2022-05-19",6
"hosp_admissions","NS","2022-05-20",10
"hosp_admissions","NS","2022-05-21",7
"hosp_admissions","NS","2022-05-22",6
"hosp_admissions","NS","2022-05-23",6
"hosp_admissions","NS","2022-05-24",8
"hosp_admissions","NS","2022-05-25",8
"hosp_admissions","NS","2022-05-26",4
"hosp_admissions","NS","2022-05-27",6
"hosp_admissions","NS","2022-05-28",7
"hosp_admissions","NS","2022-05-29",7
"hosp_admissions","NS","2022-05-30",10
"hosp_admissions","NS","2022-05-31",7
"hosp_admissions","NS","2022-06-01",2
"hosp_admissions","NS","2022-06-02",14
"hosp_admissions","NS","2022-06-03",9
"hosp_admissions","NS","2022-06-04",11
"hosp_admissions","NS","2022-06-05",7
"hosp_admissions","NS","2022-06-06",10
"hosp_admissions","NS","2022-06-07",7
"hosp_admissions","NS","2022-06-08",5
"hosp_admissions","NS","2022-06-09",5
"hosp_admissions","NS","2022-06-10",6
"hosp_admissions","NS","2022-06-11",7
"hosp_admissions","NS","2022-06-12",5
"hosp_admissions","NS","2022-06-13",5
"hosp_admissions","NS","2022-06-14",10
"hosp_admissions","NS","2022-06-15",7
"hosp_admissions","NS","2022-06-16",10
"hosp_admissions","NS","2022-06-17",8
"hosp_admissions","NS","2022-06-18",2
"hosp_admissions","NS","2022-06-19",7
"hosp_admissions","NS","2022-06-20",0
"hosp_admissions","NS","2022-06-21",5
"hosp_admissions","NS","2022-06-22",4
"hosp_admissions","NS","2022-06-23",4
"hosp_admissions","NS","2022-06-24",8
"hosp_admissions","NS","2022-06-25",3
"hosp_admissions","NS","2022-06-26",4
"hosp_admissions","NS","2022-06-27",3
"hosp_admissions","NS","2022-06-28",4
"hosp_admissions","NS","2022-06-29",2
"hosp_admissions","NS","2022-06-30",5
"hosp_admissions","NS","2022-07-01",4
"hosp_admissions","NS","2022-07-02",4
"hosp_admissions","NS","2022-07-03",3
"hosp_admissions","NS","2022-07-04",7
"hosp_admissions","NS","2022-07-05",4
"hosp_admissions","NS","2022-07-06",1
"hosp_admissions","NS","2022-07-07",4
"hosp_admissions","NS","2022-07-08",7
"hosp_admissions","NS","2022-07-09",5
"hosp_admissions","NS","2022-07-10",3
"hosp_admissions","NS","2022-07-11",9
"hosp_admissions","NS","2022-07-12",7
"hosp_admissions","NS","2022-07-13",7
"hosp_admissions","NS","2022-07-14",8
"hosp_admissions","NS","2022-07-15",7
"hosp_admissions","NS","2022-07-16",11
"hosp_admissions","NS","2022-07-17",5
"hosp_admissions","NS","2022-07-18",6
"hosp_admissions","NS","2022-07-19",8
"hosp_admissions","NS","2022-07-20",8
"hosp_admissions","NS","2022-07-21",11
"hosp_admissions","NS","2022-07-22",13
"hosp_admissions","NS","2022-07-23",12
"hosp_admissions","NS","2022-07-24",7
"hosp_admissions","NS","2022-07-25",5
"hosp_admissions","NS","2022-07-26",17
"hosp_admissions","NS","2022-07-27",9
"hosp_admissions","NS","2022-07-28",8
"hosp_admissions","NS","2022-07-29",8
"hosp_admissions","NS","2022-07-30",8
"hosp_admissions","NS","2022-07-31",10
"hosp_admissions","NS","2022-08-01",8
"hosp_admissions","NS","2022-08-02",9
"hosp_admissions","NS","2022-08-03",7
"hosp_admissions","NS","2022-08-04",5
"hosp_admissions","NS","2022-08-05",11
"hosp_admissions","NS","2022-08-06",5
"hosp_admissions","NS","2022-08-07",10
"hosp_admissions","NS","2022-08-08",9
"hosp_admissions","NS","2022-08-09",8
"hosp_admissions","NS","2022-08-10",3
"hosp_admissions","NS","2022-08-11",12
"hosp_admissions","NS","2022-08-12",4
"hosp_admissions","NS","2022-08-13",9
"hosp_admissions","NS","2022-08-14",7
"hosp_admissions","NS","2022-08-15",6
"hosp_admissions","NS","2022-08-16",7
"hosp_admissions","NS","2022-08-17",6
"hosp_admissions","NS","2022-08-18",5
"hosp_admissions","NS","2022-08-19",1
"hosp_admissions","NS","2022-08-20",7
"hosp_admissions","NS","2022-08-21",4
"hosp_admissions","NS","2022-08-22",6
"hosp_admissions","NS","2022-08-23",6
"hosp_admissions","NS","2022-08-24",10
"hosp_admissions","NS","2022-08-25",9
"hosp_admissions","NS","2022-08-26",5
"hosp_admissions","NS","2022-08-27",3
"hosp_admissions","NS","2022-08-28",5
"hosp_admissions","NS","2022-08-29",6
"hosp_admissions","NS","2022-08-30",10
"hosp_admissions","NS","2022-08-31",6
"hosp_admissions","NS","2022-09-01",8
"hosp_admissions","NS","2022-09-02",5
"hosp_admissions","NS","2022-09-03",2
"hosp_admissions","NS","2022-09-04",4
"hosp_admissions","NS","2022-09-05",5
"hosp_admissions","NS","2022-09-06",6
"hosp_admissions","NS","2022-09-07",5
"hosp_admissions","NS","2022-09-08",3
"hosp_admissions","NS","2022-09-09",6
"hosp_admissions","NS","2022-09-10",6
"hosp_admissions","NS","2022-09-11",7
"hosp_admissions","NS","2022-09-12",6
"hosp_admissions","NS","2022-09-13",5
"hosp_admissions","NS","2022-09-14",8
"hosp_admissions","NS","2022-09-15",7
"hosp_admissions","NS","2022-09-16",3
"hosp_admissions","NS","2022-09-17",5
"hosp_admissions","NS","2022-09-18",13
"hosp_admissions","NS","2022-09-19",6
"hosp_admissions","NS","2022-09-20",3
"hosp_admissions","NS","2022-09-21",5
"hosp_admissions","NS","2022-09-22",11
"hosp_admissions","NS","2022-09-23",9
"hosp_admissions","NS","2022-09-24",13
"hosp_admissions","NS","2022-09-25",13
"hosp_admissions","NS","2022-09-26",10
"hosp_admissions","NS","2022-09-27",7
"hosp_admissions","NS","2022-09-28",12
"hosp_admissions","NS","2022-09-29",7
"hosp_admissions","NS","2022-09-30",5
"hosp_admissions","NS","2022-10-01",6
"hosp_admissions","NS","2022-10-02",12
"hosp_admissions","NS","2022-10-03",5
"hosp_admissions","NS","2022-10-04",14
"hosp_admissions","NS","2022-10-05",12
"hosp_admissions","NS","2022-10-06",7
"hosp_admissions","NS","2022-10-07",4
"hosp_admissions","NS","2022-10-08",7
"hosp_admissions","NS","2022-10-09",5
"hosp_admissions","NS","2022-10-10",13
"hosp_admissions","NS","2022-10-11",9
"hosp_admissions","NS","2022-10-12",10
"hosp_admissions","NS","2022-10-13",7
"hosp_admissions","NS","2022-10-14",9
"hosp_admissions","NS","2022-10-15",9
"hosp_admissions","NS","2022-10-16",9
"hosp_admissions","NS","2022-10-17",6
"hosp_admissions","NS","2022-10-18",10
"hosp_admissions","NS","2022-10-19",8
"hosp_admissions","NS","2022-10-20",6
"hosp_admissions","NS","2022-10-21",7
"hosp_admissions","NS","2022-10-22",5
"hosp_admissions","NS","2022-10-23",8
"hosp_admissions","NS","2022-10-24",9
"hosp_admissions","NS","2022-10-25",4
"hosp_admissions","NS","2022-10-26",9
"hosp_admissions","NS","2022-10-27",8
"hosp_admissions","NS","2022-10-28",9
"hosp_admissions","NS","2022-10-29",1
"hosp_admissions","NS","2022-10-30",6
"hosp_admissions","NS","2022-10-31",5
"hosp_admissions","NS","2022-11-01",4
"hosp_admissions","NS","2022-11-02",6
"hosp_admissions","NS","2022-11-03",7
"hosp_admissions","NS","2022-11-04",6
"hosp_admissions","NS","2022-11-05",7
"hosp_admissions","NS","2022-11-06",2
"hosp_admissions","NS","2022-11-07",6
"hosp_admissions","NS","2022-11-08",0
"hosp_admissions","NS","2022-11-09",4
"hosp_admissions","NS","2022-11-10",2
"hosp_admissions","NS","2022-11-11",9
"hosp_admissions","NS","2022-11-12",8
"hosp_admissions","NS","2022-11-13",8
"hosp_admissions","NS","2022-11-14",4
"hosp_admissions","NS","2022-11-15",5
"hosp_admissions","NS","2022-11-16",3
"hosp_admissions","NS","2022-11-17",7
"hosp_admissions","NS","2022-11-18",6
"hosp_admissions","NS","2022-11-19",3
"hosp_admissions","NS","2022-11-20",6
"hosp_admissions","NS","2022-11-21",6
"hosp_admissions","NS","2022-11-22",9
