"date_start","date_end","region","sub_region_1","cases_weekly","cases_weekly_per_100k","population"
"2020-01-05","2020-01-11","ON",,0,0,14726022
"2020-01-12","2020-01-18","ON",,0,0,14726022
"2020-01-19","2020-01-25","ON",,3,0.0203721004898675,14726022
"2020-01-26","2020-02-01","ON",,0,0,14726022
"2020-02-02","2020-02-08","ON",,1,0.00679070016328918,14726022
"2020-02-09","2020-02-15","ON",,0,0,14726022
"2020-02-16","2020-02-22","ON",,1,0.00679070016328918,14726022
"2020-02-23","2020-02-29","ON",,13,0.0882791021227593,14726022
"2020-03-01","2020-03-07","ON",,15,0.101860502449338,14726022
"2020-03-08","2020-03-14","ON",,148,1.0050236241668,14726022
"2020-03-15","2020-03-21","ON",,447,3.03544297299026,14726022
"2020-03-22","2020-03-28","ON",,1327,9.01125911668474,14726022
"2020-03-29","2020-04-04","ON",,2798,19.0003790568831,14726022
"2020-04-05","2020-04-11","ON",,3168,21.5129381173001,14726022
"2020-04-12","2020-04-18","ON",,4261,28.9351733957752,14726022
"2020-04-19","2020-04-25","ON",,3653,24.8064276964954,14726022
"2020-04-26","2020-05-02","ON",,2908,19.7473560748449,14726022
"2020-05-03","2020-05-09","ON",,2361,16.0328430855257,14726022
"2020-05-10","2020-05-16","ON",,2225,15.1093078633184,14726022
"2020-05-17","2020-05-23","ON",,2621,17.7984251279809,14726022
"2020-05-24","2020-05-30","ON",,2613,17.7440995266746,14726022
"2020-05-31","2020-06-06","ON",,2302,15.6321917758917,14726022
"2020-06-07","2020-06-13","ON",,1472,9.99591064036167,14726022
"2020-06-14","2020-06-20","ON",,1226,8.32539840019253,14726022
"2020-06-21","2020-06-27","ON",,1250,8.48837520411147,14726022
"2020-06-28","2020-07-04","ON",,1084,7.36111897700547,14726022
"2020-07-05","2020-07-11","ON",,868,5.894327741735,14726022
"2020-07-12","2020-07-18","ON",,933,6.3357232523488,14726022
"2020-07-19","2020-07-25","ON",,994,6.74995596230944,14726022
"2020-07-26","2020-08-01","ON",,808,5.48688573193765,14726022
"2020-08-02","2020-08-08","ON",,591,4.0133037965039,14726022
"2020-08-09","2020-08-15","ON",,611,4.14911779976969,14726022
"2020-08-16","2020-08-22","ON",,730,4.9572111192011,14726022
"2020-08-23","2020-08-29","ON",,848,5.75851373846922,14726022
"2020-08-30","2020-09-05","ON",,976,6.62772335937024,14726022
"2020-09-06","2020-09-12","ON",,1511,10.2607479467299,14726022
"2020-09-13","2020-09-19","ON",,2372,16.1075407873219,14726022
"2020-09-20","2020-09-26","ON",,3123,21.2073566099521,14726022
"2020-09-27","2020-10-03","ON",,4225,28.6907081898968,14726022
"2020-10-04","2020-10-10","ON",,5039,34.2183381228142,14726022
"2020-10-11","2020-10-17","ON",,5274,35.8141526611871,14726022
"2020-10-18","2020-10-24","ON",,6041,41.0226196864299,14726022
"2020-10-25","2020-10-31","ON",,6391,43.3993647435811,14726022
"2020-11-01","2020-11-07","ON",,7603,51.6296933414876,14726022
"2020-11-08","2020-11-14","ON",,10443,70.9152818052289,14726022
"2020-11-15","2020-11-21","ON",,10038,68.1650482390967,14726022
"2020-11-22","2020-11-28","ON",,11142,75.661981219368,14726022
"2020-11-29","2020-12-05","ON",,12687,86.1536129716498,14726022
"2020-12-06","2020-12-12","ON",,13066,88.7272883335364,14726022
"2020-12-13","2020-12-19","ON",,15667,106.389899458252,14726022
"2020-12-20","2020-12-26","ON",,15623,106.091108651067,14726022
"2020-12-27","2021-01-02","ON",,20459,138.930934640733,14726022
"2021-01-03","2021-01-09","ON",,24875,167.969264089346,14809257
"2021-01-10","2021-01-16","ON",,21385,144.402923117615,14809257
"2021-01-17","2021-01-23","ON",,16416,110.849585499124,14809257
"2021-01-24","2021-01-30","ON",,12774,86.2568594764747,14809257
"2021-01-31","2021-02-06","ON",,9782,66.0532800531451,14809257
"2021-02-07","2021-02-13","ON",,7901,53.3517650480372,14809257
"2021-02-14","2021-02-20","ON",,7462,50.387402960189,14809257
"2021-02-21","2021-02-27","ON",,7682,51.872960270728,14809257
"2021-02-28","2021-03-06","ON",,7938,53.6016087775369,14809257
"2021-03-07","2021-03-13","ON",,9499,64.1423131491337,14809257
"2021-03-14","2021-03-20","ON",,11040,74.547966856136,14809257
"2021-03-21","2021-03-27","ON",,14400,97.2364785080035,14809257
"2021-03-28","2021-04-03","ON",,18945,127.926742037092,14809257
"2021-04-04","2021-04-10","ON",,25584,172.75681014922,14809257
"2021-04-11","2021-04-17","ON",,30883,208.538483733519,14809257
"2021-04-18","2021-04-24","ON",,28350,191.434317062632,14809257
"2021-04-25","2021-05-01","ON",,25215,170.265125387452,14809257
"2021-05-02","2021-05-08","ON",,20756,140.155579716119,14809257
"2021-05-09","2021-05-15","ON",,16535,111.653136953461,14809257
"2021-05-16","2021-05-22","ON",,12647,85.3992877563,14809257
"2021-05-23","2021-05-29","ON",,7766,52.4401730620247,14809257
"2021-05-30","2021-06-05","ON",,5212,35.1942031933135,14809257
"2021-06-06","2021-06-12","ON",,3485,23.5325783055828,14809257
"2021-06-13","2021-06-19","ON",,2420,16.3411304159284,14809257
"2021-06-20","2021-06-26","ON",,1884,12.7217726047971,14809257
"2021-06-27","2021-07-03","ON",,1472,9.93972891415147,14809257
"2021-07-04","2021-07-10","ON",,1227,8.28535827286946,14809257
"2021-07-11","2021-07-17","ON",,1044,7.04964469183025,14809257
"2021-07-18","2021-07-24","ON",,1102,7.44129161915415,14809257
"2021-07-25","2021-07-31","ON",,1349,9.1091673268956,14809257
"2021-08-01","2021-08-07","ON",,1903,12.8500707361618,14809257
"2021-08-08","2021-08-14","ON",,3170,21.4055303382202,14809257
"2021-08-15","2021-08-21","ON",,4143,27.9757451707402,14809257
"2021-08-22","2021-08-28","ON",,4765,32.1758208396275,14809257
"2021-08-29","2021-09-04","ON",,5179,34.9713695967326,14809257
"2021-09-05","2021-09-11","ON",,5057,34.1475605427065,14809257
"2021-09-12","2021-09-18","ON",,4911,33.161690691167,14809257
"2021-09-19","2021-09-25","ON",,4400,29.7111462107788,14809257
"2021-09-26","2021-10-02","ON",,3948,26.6590011909443,14809257
"2021-10-03","2021-10-09","ON",,3843,25.9499852018234,14809257
"2021-10-10","2021-10-16","ON",,2901,19.5890988994249,14809257
"2021-10-17","2021-10-23","ON",,2623,17.711894661562,14809257
"2021-10-24","2021-10-30","ON",,2505,16.9150957404548,14809257
"2021-10-31","2021-11-06","ON",,3291,22.2225868590166,14809257
"2021-11-07","2021-11-13","ON",,3983,26.8953398539846,14809257
"2021-11-14","2021-11-20","ON",,4577,30.9063445924397,14809257
"2021-11-21","2021-11-27","ON",,5435,36.7000181035416,14809257
"2021-11-28","2021-12-04","ON",,6606,44.6072345155466,14809257
"2021-12-05","2021-12-11","ON",,9012,60.8538294662588,14809257
"2021-12-12","2021-12-18","ON",,19114,129.067920152915,14809257
"2021-12-19","2021-12-25","ON",,53158,358.951161425587,14809257
"2021-12-26","2022-01-01","ON",,102327,690.966467797811,14809257
"2022-01-02","2022-01-08","ON",,91419,605.046548456936,15109416
"2022-01-09","2022-01-15","ON",,73765,488.205500464081,15109416
"2022-01-16","2022-01-22","ON",,46818,309.859758974139,15109416
"2022-01-23","2022-01-29","ON",,32121,212.589288692561,15109416
"2022-01-30","2022-02-05","ON",,22287,147.504046483332,15109416
"2022-02-06","2022-02-12","ON",,17757,117.522742109953,15109416
"2022-02-13","2022-02-19","ON",,13515,89.4475339086567,15109416
"2022-02-20","2022-02-26","ON",,12360,81.8032940518681,15109416
"2022-02-27","2022-03-05","ON",,11362,75.1981413444438,15109416
"2022-03-06","2022-03-12","ON",,11362,75.1981413444438,15109416
"2022-03-13","2022-03-19","ON",,11329,74.9797344913926,15109416
"2022-03-20","2022-03-26","ON",,14363,95.0599281931214,15109416
"2022-03-27","2022-04-02","ON",,18070,119.594298019195,15109416
"2022-04-03","2022-04-09","ON",,22562,149.324103592091,15109416
"2022-04-10","2022-04-16","ON",,23106,152.924507472691,15109416
"2022-04-17","2022-04-23","ON",,21953,145.293504394875,15109416
"2022-04-24","2022-04-30","ON",,17176,113.677457818356,15109416
"2022-05-01","2022-05-07","ON",,14115,93.418567600495,15109416
"2022-05-08","2022-05-14","ON",,11333,75.0062080493382,15109416
"2022-05-15","2022-05-21","ON",,8521,56.3952968135896,15109416
"2022-05-22","2022-05-28","ON",,6059,40.10082189808,15109416
"2022-05-29","2022-06-04","ON",,5343,35.3620550258197,15109416
"2022-06-05","2022-06-11","ON",,5059,33.4824324116829,15109416
"2022-06-12","2022-06-18","ON",,4386,29.0282562873376,15109416
"2022-06-19","2022-06-25","ON",,5434,35.9643284690818,15109416
"2022-06-26","2022-07-02","ON",,6643,43.9659613581359,15109416
"2022-07-03","2022-07-09","ON",,8824,58.4006688279679,15109416
"2022-07-10","2022-07-16","ON",,11539,76.369596283536,15109416
"2022-07-17","2022-07-23","ON",,12260,81.1414551032284,15109416
"2022-07-24","2022-07-30","ON",,11240,74.3906978271033,15109416
"2022-07-31","2022-08-06","ON",,10541,69.7644435761117,15109416
"2022-08-07","2022-08-13","ON",,9966,65.9588696214334,15109416
"2022-08-14","2022-08-20","ON",,9689,64.1255757337014,15109416
"2022-08-21","2022-08-27","ON",,9199,60.8825648853669,15109416
"2022-08-28","2022-09-03","ON",,8253,54.6215684312352,15109416
"2022-09-04","2022-09-10","ON",,7075,46.8251056162594,15109416
"2022-09-11","2022-09-17","ON",,7760,51.3587024144414,15109416
"2022-09-18","2022-09-24","ON",,8225,54.4362535256161,15109416
"2022-09-25","2022-10-01","ON",,8354,55.2900257693613,15109416
"2022-10-02","2022-10-08","ON",,9058,59.9493719677849,15109416
"2022-10-09","2022-10-15","ON",,9483,62.7621874995036,15109416
"2022-10-16","2022-10-22","ON",,9903,65.5419110837904,15109416
"2022-10-23","2022-10-29","ON",,9908,65.5750030312224,15109416
"2022-10-30","2022-11-05","ON",,8108,53.6619019557076,15109416
"2022-11-06","2022-11-12","ON",,6004,39.7368104763281,15109416
"2022-11-13","2022-11-19","ON",,5237,34.6605057402616,15109416
"2022-11-20","2022-11-26","ON",,4611,30.517393921777,15109416
"2022-11-27","2022-12-03","ON",,4906,32.4698188202641,15109416
"2022-12-04","2022-12-10","ON",,5250,34.7465448035847,15109416
"2022-12-11","2022-12-17","ON",,5998,39.6971001394098,15109416
"2022-12-18","2022-12-24","ON",,6494,42.9798213246627,15109416
"2022-12-25","2022-12-31","ON",,6635,43.9130142422447,15109416
"2023-01-01","2023-01-07","ON",,7417,48.2694079855055,15365840
"2023-01-08","2023-01-14","ON",,5980,38.9174949107891,15365840
"2023-01-15","2023-01-21","ON",,5214,33.9324111145242,15365840
"2023-01-22","2023-01-28","ON",,4976,32.3835208488439,15365840
"2023-01-29","2023-02-04","ON",,4726,30.7565352756504,15365840
"2023-02-05","2023-02-11","ON",,4618,30.0536775080308,15365840
"2023-02-12","2023-02-18","ON",,4333,28.1989139545902,15365840
"2023-02-19","2023-02-25","ON",,3945,25.6738323449938,15365840
"2023-02-26","2023-03-04","ON",,3909,25.439546422454,15365840
"2023-03-05","2023-03-11","ON",,3735,24.3071644635113,15365840
"2023-03-12","2023-03-18","ON",,3570,23.2333539852035,15365840
"2023-03-19","2023-03-25","ON",,3396,22.1009720262608,15365840
"2023-03-26","2023-04-01","ON",,2761,17.9684286703493,15365840
"2023-04-02","2023-04-08","ON",,2152,14.0050918140499,15365840
"2023-04-09","2023-04-15","ON",,2262,14.720965466255,15365840
"2023-04-16","2023-04-22","ON",,1707,11.1090574937654,15365840
"2023-04-23","2023-04-29","ON",,1519,9.88556434272386,15365840
"2023-04-30","2023-05-06","ON",,1452,9.449532209108,15365840
"2023-05-07","2023-05-13","ON",,1378,8.96794447944271,15365840
"2023-05-14","2023-05-20","ON",,1262,8.21302317348092,15365840
"2023-05-21","2023-05-27","ON",,1207,7.85508634737834,15365840
"2023-05-28","2023-06-03","ON",,1153,7.50365746356854,15365840
"2023-06-04","2023-06-10","ON",,880,5.72698921764121,15365840
"2023-06-11","2023-06-17","ON",,752,4.89397260416612,15365840
"2023-06-18","2023-06-24","ON",,635,4.13254335591155,15365840
"2023-06-25","2023-07-01","ON",,518,3.37111410765699,15365840
"2023-07-02","2023-07-08","ON",,446,2.90254226257725,15365840
"2023-07-09","2023-07-15","ON",,572,3.72254299146679,15365840
"2023-07-16","2023-07-22","ON",,661,4.30174985552368,15365840
"2023-07-23","2023-07-29","ON",,706,4.59460725869852,15365840
"2023-07-30","2023-08-05","ON",,678,4.41238487450084,15365840
"2023-08-06","2023-08-12","ON",,725,4.71825816226122,15365840
"2023-08-13","2023-08-19","ON",,1163,7.56873688649628,15365840
"2023-08-20","2023-08-26","ON",,1559,10.1458820344348,15365840
"2023-08-27","2023-09-02","ON",,1584,10.3085805917542,15365840
"2023-09-03","2023-09-09","ON",,1834,11.9355661649477,15365840
"2023-09-10","2023-09-16","ON",,2279,14.8316004852322,15365840
"2023-09-17","2023-09-23","ON",,2779,18.0855716316192,15365840
"2023-09-24","2023-09-30","ON",,3229,21.0141456633676,15365840
"2023-10-01","2023-10-07","ON",,3055,19.8817637044249,15365840
"2023-10-08","2023-10-14","ON",,2509,16.3284272125702,15365840
"2023-10-15","2023-10-21","ON",,2962,19.2765250711969,15365840
"2023-10-22","2023-10-28","ON",,3424,22.2831944104585,15365840
"2023-10-29","2023-11-04","ON",,3139,20.4284308570179,15365840
"2023-11-05","2023-11-11","ON",,3455,22.4849406215345,15365840
"2023-11-12","2023-11-18","ON",,4116,26.7866904770582,15365840
"2023-11-19","2023-11-25","ON",,4520,29.4158991633389,15365840
"2020-01-05","2020-01-11","ON","Algoma Public Health",0,0,117637
"2020-01-12","2020-01-18","ON","Algoma Public Health",0,0,117637
"2020-01-19","2020-01-25","ON","Algoma Public Health",0,0,117637
"2020-01-26","2020-02-01","ON","Algoma Public Health",0,0,117637
"2020-02-02","2020-02-08","ON","Algoma Public Health",0,0,117637
"2020-02-09","2020-02-15","ON","Algoma Public Health",0,0,117637
"2020-02-16","2020-02-22","ON","Algoma Public Health",0,0,117637
"2020-02-23","2020-02-29","ON","Algoma Public Health",0,0,117637
"2020-03-01","2020-03-07","ON","Algoma Public Health",0,0,117637
"2020-03-08","2020-03-14","ON","Algoma Public Health",0,0,117637
"2020-03-15","2020-03-21","ON","Algoma Public Health",1,0.850072681214244,117637
"2020-03-22","2020-03-28","ON","Algoma Public Health",4,3.40029072485698,117637
"2020-03-29","2020-04-04","ON","Algoma Public Health",3,2.55021804364273,117637
"2020-04-05","2020-04-11","ON","Algoma Public Health",2,1.70014536242849,117637
"2020-04-12","2020-04-18","ON","Algoma Public Health",2,1.70014536242849,117637
"2020-04-19","2020-04-25","ON","Algoma Public Health",1,0.850072681214244,117637
"2020-04-26","2020-05-02","ON","Algoma Public Health",0,0,117637
"2020-05-03","2020-05-09","ON","Algoma Public Health",3,2.55021804364273,117637
"2020-05-10","2020-05-16","ON","Algoma Public Health",4,3.40029072485698,117637
"2020-05-17","2020-05-23","ON","Algoma Public Health",1,0.850072681214244,117637
"2020-05-24","2020-05-30","ON","Algoma Public Health",0,0,117637
"2020-05-31","2020-06-06","ON","Algoma Public Health",0,0,117637
"2020-06-07","2020-06-13","ON","Algoma Public Health",2,1.70014536242849,117637
"2020-06-14","2020-06-20","ON","Algoma Public Health",1,0.850072681214244,117637
"2020-06-21","2020-06-27","ON","Algoma Public Health",0,0,117637
"2020-06-28","2020-07-04","ON","Algoma Public Health",0,0,117637
"2020-07-05","2020-07-11","ON","Algoma Public Health",1,0.850072681214244,117637
"2020-07-12","2020-07-18","ON","Algoma Public Health",2,1.70014536242849,117637
"2020-07-19","2020-07-25","ON","Algoma Public Health",0,0,117637
"2020-07-26","2020-08-01","ON","Algoma Public Health",0,0,117637
"2020-08-02","2020-08-08","ON","Algoma Public Health",0,0,117637
"2020-08-09","2020-08-15","ON","Algoma Public Health",0,0,117637
"2020-08-16","2020-08-22","ON","Algoma Public Health",0,0,117637
"2020-08-23","2020-08-29","ON","Algoma Public Health",0,0,117637
"2020-08-30","2020-09-05","ON","Algoma Public Health",2,1.70014536242849,117637
"2020-09-06","2020-09-12","ON","Algoma Public Health",0,0,117637
"2020-09-13","2020-09-19","ON","Algoma Public Health",2,1.70014536242849,117637
"2020-09-20","2020-09-26","ON","Algoma Public Health",1,0.850072681214244,117637
"2020-09-27","2020-10-03","ON","Algoma Public Health",2,1.70014536242849,117637
"2020-10-04","2020-10-10","ON","Algoma Public Health",5,4.25036340607122,117637
"2020-10-11","2020-10-17","ON","Algoma Public Health",0,0,117637
"2020-10-18","2020-10-24","ON","Algoma Public Health",2,1.70014536242849,117637
"2020-10-25","2020-10-31","ON","Algoma Public Health",3,2.55021804364273,117637
"2020-11-01","2020-11-07","ON","Algoma Public Health",4,3.40029072485698,117637
"2020-11-08","2020-11-14","ON","Algoma Public Health",10,8.50072681214244,117637
"2020-11-15","2020-11-21","ON","Algoma Public Health",0,0,117637
"2020-11-22","2020-11-28","ON","Algoma Public Health",2,1.70014536242849,117637
"2020-11-29","2020-12-05","ON","Algoma Public Health",1,0.850072681214244,117637
"2020-12-06","2020-12-12","ON","Algoma Public Health",1,0.850072681214244,117637
"2020-12-13","2020-12-19","ON","Algoma Public Health",0,0,117637
"2020-12-20","2020-12-26","ON","Algoma Public Health",3,2.55021804364273,117637
"2020-12-27","2021-01-02","ON","Algoma Public Health",14,11.9010175369994,117637
"2021-01-03","2021-01-09","ON","Algoma Public Health",44,37.4841331368256,117383
"2021-01-10","2021-01-16","ON","Algoma Public Health",17,14.4825059846826,117383
"2021-01-17","2021-01-23","ON","Algoma Public Health",9,7.66720905071433,117383
"2021-01-24","2021-01-30","ON","Algoma Public Health",16,13.6305938679366,117383
"2021-01-31","2021-02-06","ON","Algoma Public Health",16,13.6305938679366,117383
"2021-02-07","2021-02-13","ON","Algoma Public Health",11,9.3710332842064,117383
"2021-02-14","2021-02-20","ON","Algoma Public Health",2,1.70382423349207,117383
"2021-02-21","2021-02-27","ON","Algoma Public Health",4,3.40764846698415,117383
"2021-02-28","2021-03-06","ON","Algoma Public Health",1,0.851912116746037,117383
"2021-03-07","2021-03-13","ON","Algoma Public Health",4,3.40764846698415,117383
"2021-03-14","2021-03-20","ON","Algoma Public Health",17,14.4825059846826,117383
"2021-03-21","2021-03-27","ON","Algoma Public Health",5,4.25956058373018,117383
"2021-03-28","2021-04-03","ON","Algoma Public Health",12,10.2229454009524,117383
"2021-04-04","2021-04-10","ON","Algoma Public Health",29,24.7054513856351,117383
"2021-04-11","2021-04-17","ON","Algoma Public Health",26,22.1497150353969,117383
"2021-04-18","2021-04-24","ON","Algoma Public Health",24,20.4458908019049,117383
"2021-04-25","2021-05-01","ON","Algoma Public Health",20,17.0382423349207,117383
"2021-05-02","2021-05-08","ON","Algoma Public Health",10,8.51912116746036,117383
"2021-05-09","2021-05-15","ON","Algoma Public Health",18,15.3344181014287,117383
"2021-05-16","2021-05-22","ON","Algoma Public Health",21,17.8901544516668,117383
"2021-05-23","2021-05-29","ON","Algoma Public Health",8,6.81529693396829,117383
"2021-05-30","2021-06-05","ON","Algoma Public Health",2,1.70382423349207,117383
"2021-06-06","2021-06-12","ON","Algoma Public Health",3,2.55573635023811,117383
"2021-06-13","2021-06-19","ON","Algoma Public Health",1,0.851912116746037,117383
"2021-06-20","2021-06-26","ON","Algoma Public Health",1,0.851912116746037,117383
"2021-06-27","2021-07-03","ON","Algoma Public Health",0,0,117383
"2021-07-04","2021-07-10","ON","Algoma Public Health",0,0,117383
"2021-07-11","2021-07-17","ON","Algoma Public Health",2,1.70382423349207,117383
"2021-07-18","2021-07-24","ON","Algoma Public Health",3,2.55573635023811,117383
"2021-07-25","2021-07-31","ON","Algoma Public Health",0,0,117383
"2021-08-01","2021-08-07","ON","Algoma Public Health",2,1.70382423349207,117383
"2021-08-08","2021-08-14","ON","Algoma Public Health",2,1.70382423349207,117383
"2021-08-15","2021-08-21","ON","Algoma Public Health",10,8.51912116746036,117383
"2021-08-22","2021-08-28","ON","Algoma Public Health",11,9.3710332842064,117383
"2021-08-29","2021-09-04","ON","Algoma Public Health",3,2.55573635023811,117383
"2021-09-05","2021-09-11","ON","Algoma Public Health",14,11.9267696344445,117383
"2021-09-12","2021-09-18","ON","Algoma Public Health",14,11.9267696344445,117383
"2021-09-19","2021-09-25","ON","Algoma Public Health",6,5.11147270047622,117383
"2021-09-26","2021-10-02","ON","Algoma Public Health",6,5.11147270047622,117383
"2021-10-03","2021-10-09","ON","Algoma Public Health",5,4.25956058373018,117383
"2021-10-10","2021-10-16","ON","Algoma Public Health",5,4.25956058373018,117383
"2021-10-17","2021-10-23","ON","Algoma Public Health",20,17.0382423349207,117383
"2021-10-24","2021-10-30","ON","Algoma Public Health",25,21.2978029186509,117383
"2021-10-31","2021-11-06","ON","Algoma Public Health",38,32.3726604363494,117383
"2021-11-07","2021-11-13","ON","Algoma Public Health",130,110.748575176985,117383
"2021-11-14","2021-11-20","ON","Algoma Public Health",163,138.861675029604,117383
"2021-11-21","2021-11-27","ON","Algoma Public Health",201,171.234335465953,117383
"2021-11-28","2021-12-04","ON","Algoma Public Health",220,187.420665684128,117383
"2021-12-05","2021-12-11","ON","Algoma Public Health",178,151.640356780794,117383
"2021-12-12","2021-12-18","ON","Algoma Public Health",159,135.45402656262,117383
"2021-12-19","2021-12-25","ON","Algoma Public Health",148,126.082993278413,117383
"2021-12-26","2022-01-01","ON","Algoma Public Health",478,407.213991804605,117383
"2022-01-02","2022-01-08","ON","Algoma Public Health",381,321.096278317152,118656
"2022-01-09","2022-01-15","ON","Algoma Public Health",359,302.555285868393,118656
"2022-01-16","2022-01-22","ON","Algoma Public Health",356,300.026968716289,118656
"2022-01-23","2022-01-29","ON","Algoma Public Health",358,301.712513484358,118656
"2022-01-30","2022-02-05","ON","Algoma Public Health",322,271.372707659115,118656
"2022-02-06","2022-02-12","ON","Algoma Public Health",359,302.555285868393,118656
"2022-02-13","2022-02-19","ON","Algoma Public Health",361,304.240830636462,118656
"2022-02-20","2022-02-26","ON","Algoma Public Health",367,309.297464940669,118656
"2022-02-27","2022-03-05","ON","Algoma Public Health",329,277.272114347357,118656
"2022-03-06","2022-03-12","ON","Algoma Public Health",327,275.586569579288,118656
"2022-03-13","2022-03-19","ON","Algoma Public Health",338,284.857065803668,118656
"2022-03-20","2022-03-26","ON","Algoma Public Health",371,312.668554476807,118656
"2022-03-27","2022-04-02","ON","Algoma Public Health",335,282.328748651564,118656
"2022-04-03","2022-04-09","ON","Algoma Public Health",349,294.127562028047,118656
"2022-04-10","2022-04-16","ON","Algoma Public Health",337,284.014293419633,118656
"2022-04-17","2022-04-23","ON","Algoma Public Health",275,231.762405609493,118656
"2022-04-24","2022-04-30","ON","Algoma Public Health",229,192.994875943905,118656
"2022-05-01","2022-05-07","ON","Algoma Public Health",190,160.126752966559,118656
"2022-05-08","2022-05-14","ON","Algoma Public Health",140,117.988133764833,118656
"2022-05-15","2022-05-21","ON","Algoma Public Health",74,62.3651564185545,118656
"2022-05-22","2022-05-28","ON","Algoma Public Health",52,43.824163969795,118656
"2022-05-29","2022-06-04","ON","Algoma Public Health",37,31.1825782092772,118656
"2022-06-05","2022-06-11","ON","Algoma Public Health",35,29.4970334412082,118656
"2022-06-12","2022-06-18","ON","Algoma Public Health",40,33.7108953613808,118656
"2022-06-19","2022-06-25","ON","Algoma Public Health",50,42.138619201726,118656
"2022-06-26","2022-07-02","ON","Algoma Public Health",38,32.0253505933118,118656
"2022-07-03","2022-07-09","ON","Algoma Public Health",50,42.138619201726,118656
"2022-07-10","2022-07-16","ON","Algoma Public Health",64,53.9374325782093,118656
"2022-07-17","2022-07-23","ON","Algoma Public Health",111,93.5477346278317,118656
"2022-07-24","2022-07-30","ON","Algoma Public Health",113,95.2332793959008,118656
"2022-07-31","2022-08-06","ON","Algoma Public Health",80,67.4217907227616,118656
"2022-08-07","2022-08-13","ON","Algoma Public Health",76,64.0507011866235,118656
"2022-08-14","2022-08-20","ON","Algoma Public Health",100,84.277238403452,118656
"2022-08-21","2022-08-27","ON","Algoma Public Health",111,93.5477346278317,118656
"2022-08-28","2022-09-03","ON","Algoma Public Health",97,81.7489212513484,118656
"2022-09-04","2022-09-10","ON","Algoma Public Health",59,49.7235706580367,118656
"2022-09-11","2022-09-17","ON","Algoma Public Health",95,80.0633764832794,118656
"2022-09-18","2022-09-24","ON","Algoma Public Health",110,92.7049622437972,118656
"2022-09-25","2022-10-01","ON","Algoma Public Health",168,141.585760517799,118656
"2022-10-02","2022-10-08","ON","Algoma Public Health",197,166.0261596548,118656
"2022-10-09","2022-10-15","ON","Algoma Public Health",263,221.649137001079,118656
"2022-10-16","2022-10-22","ON","Algoma Public Health",243,204.793689320388,118656
"2022-10-23","2022-10-29","ON","Algoma Public Health",203,171.082793959008,118656
"2022-10-30","2022-11-05","ON","Algoma Public Health",111,93.5477346278317,118656
"2022-11-06","2022-11-12","ON","Algoma Public Health",88,74.1639697950378,118656
"2022-11-13","2022-11-19","ON","Algoma Public Health",74,62.3651564185545,118656
"2022-11-20","2022-11-26","ON","Algoma Public Health",67,56.4657497303128,118656
"2022-11-27","2022-12-03","ON","Algoma Public Health",37,31.1825782092772,118656
"2022-12-04","2022-12-10","ON","Algoma Public Health",57,48.0380258899676,118656
"2022-12-11","2022-12-17","ON","Algoma Public Health",51,42.9813915857605,118656
"2022-12-18","2022-12-24","ON","Algoma Public Health",52,43.824163969795,118656
"2022-12-25","2022-12-31","ON","Algoma Public Health",49,41.2958468176915,118656
"2023-01-01","2023-01-07","ON","Algoma Public Health",50,42.4041454292572,117913
"2023-01-08","2023-01-14","ON","Algoma Public Health",55,46.6445599721829,117913
"2023-01-15","2023-01-21","ON","Algoma Public Health",48,40.7079796120869,117913
"2023-01-22","2023-01-28","ON","Algoma Public Health",88,74.6312959554926,117913
"2023-01-29","2023-02-04","ON","Algoma Public Health",97,82.2640421327589,117913
"2023-02-05","2023-02-11","ON","Algoma Public Health",72,61.0619694181303,117913
"2023-02-12","2023-02-18","ON","Algoma Public Health",63,53.429223240864,117913
"2023-02-19","2023-02-25","ON","Algoma Public Health",59,50.0368916065235,117913
"2023-02-26","2023-03-04","ON","Algoma Public Health",73,61.9100523267155,117913
"2023-03-05","2023-03-11","ON","Algoma Public Health",79,66.9985497782263,117913
"2023-03-12","2023-03-18","ON","Algoma Public Health",82,69.5427985039817,117913
"2023-03-19","2023-03-25","ON","Algoma Public Health",77,65.302383961056,117913
"2023-03-26","2023-04-01","ON","Algoma Public Health",37,31.3790676176503,117913
"2023-04-02","2023-04-08","ON","Algoma Public Health",24,20.3539898060434,117913
"2023-04-09","2023-04-15","ON","Algoma Public Health",19,16.1135752631177,117913
"2023-04-16","2023-04-22","ON","Algoma Public Health",13,11.0250778116069,117913
"2023-04-23","2023-04-29","ON","Algoma Public Health",14,11.873160720192,117913
"2023-04-30","2023-05-06","ON","Algoma Public Health",13,11.0250778116069,117913
"2023-05-07","2023-05-13","ON","Algoma Public Health",30,25.4424872575543,117913
"2023-05-14","2023-05-20","ON","Algoma Public Health",31,26.2905701661394,117913
"2023-05-21","2023-05-27","ON","Algoma Public Health",13,11.0250778116069,117913
"2023-05-28","2023-06-03","ON","Algoma Public Health",12,10.1769949030217,117913
"2023-06-04","2023-06-10","ON","Algoma Public Health",9,7.63274617726629,117913
"2023-06-11","2023-06-17","ON","Algoma Public Health",3,2.54424872575543,117913
"2023-06-18","2023-06-24","ON","Algoma Public Health",3,2.54424872575543,117913
"2023-06-25","2023-07-01","ON","Algoma Public Health",9,7.63274617726629,117913
"2023-07-02","2023-07-08","ON","Algoma Public Health",4,3.39233163434057,117913
