"name","region","sub_region_1","date","value"
"deaths","AB","4831","2020-03-08",0
"deaths","AB","4831","2020-03-09",0
"deaths","AB","4831","2020-03-10",0
"deaths","AB","4831","2020-03-11",0
"deaths","AB","4831","2020-03-12",0
"deaths","AB","4831","2020-03-13",0
"deaths","AB","4831","2020-03-14",0
"deaths","AB","4831","2020-03-15",0
"deaths","AB","4831","2020-03-16",0
"deaths","AB","4831","2020-03-17",0
"deaths","AB","4831","2020-03-18",0
"deaths","AB","4831","2020-03-19",0
"deaths","AB","4831","2020-03-20",0
"deaths","AB","4831","2020-03-21",0
"deaths","AB","4831","2020-03-22",0
"deaths","AB","4831","2020-03-23",0
"deaths","AB","4831","2020-03-24",0
"deaths","AB","4831","2020-03-25",0
"deaths","AB","4831","2020-03-26",0
"deaths","AB","4831","2020-03-27",0
"deaths","AB","4831","2020-03-28",0
"deaths","AB","4831","2020-03-29",0
"deaths","AB","4831","2020-03-30",0
"deaths","AB","4831","2020-03-31",0
"deaths","AB","4831","2020-04-01",0
"deaths","AB","4831","2020-04-02",0
"deaths","AB","4831","2020-04-03",0
"deaths","AB","4831","2020-04-04",0
"deaths","AB","4831","2020-04-05",0
"deaths","AB","4831","2020-04-06",0
"deaths","AB","4831","2020-04-07",0
"deaths","AB","4831","2020-04-08",0
"deaths","AB","4831","2020-04-09",0
"deaths","AB","4831","2020-04-10",0
"deaths","AB","4831","2020-04-11",0
"deaths","AB","4831","2020-04-12",0
"deaths","AB","4831","2020-04-13",0
"deaths","AB","4831","2020-04-14",0
"deaths","AB","4831","2020-04-15",0
"deaths","AB","4831","2020-04-16",0
"deaths","AB","4831","2020-04-17",0
"deaths","AB","4831","2020-04-18",0
"deaths","AB","4831","2020-04-19",0
"deaths","AB","4831","2020-04-20",0
"deaths","AB","4831","2020-04-21",0
"deaths","AB","4831","2020-04-22",0
"deaths","AB","4831","2020-04-23",2
"deaths","AB","4831","2020-04-24",2
"deaths","AB","4831","2020-04-25",2
"deaths","AB","4831","2020-04-26",2
"deaths","AB","4831","2020-04-27",2
"deaths","AB","4831","2020-04-28",4
"deaths","AB","4831","2020-04-29",4
"deaths","AB","4831","2020-04-30",5
"deaths","AB","4831","2020-05-01",5
"deaths","AB","4831","2020-05-02",5
"deaths","AB","4831","2020-05-03",5
"deaths","AB","4831","2020-05-04",6
"deaths","AB","4831","2020-05-05",6
"deaths","AB","4831","2020-05-06",6
"deaths","AB","4831","2020-05-07",6
"deaths","AB","4831","2020-05-08",6
"deaths","AB","4831","2020-05-09",6
"deaths","AB","4831","2020-05-10",7
"deaths","AB","4831","2020-05-11",7
"deaths","AB","4831","2020-05-12",7
"deaths","AB","4831","2020-05-13",8
"deaths","AB","4831","2020-05-14",8
"deaths","AB","4831","2020-05-15",8
"deaths","AB","4831","2020-05-16",8
"deaths","AB","4831","2020-05-17",8
"deaths","AB","4831","2020-05-18",8
"deaths","AB","4831","2020-05-19",8
"deaths","AB","4831","2020-05-20",8
"deaths","AB","4831","2020-05-21",8
"deaths","AB","4831","2020-05-22",8
"deaths","AB","4831","2020-05-23",8
"deaths","AB","4831","2020-05-24",8
"deaths","AB","4831","2020-05-25",8
"deaths","AB","4831","2020-05-26",8
"deaths","AB","4831","2020-05-27",8
"deaths","AB","4831","2020-05-28",9
"deaths","AB","4831","2020-05-29",9
"deaths","AB","4831","2020-05-30",9
"deaths","AB","4831","2020-05-31",9
"deaths","AB","4831","2020-06-01",9
"deaths","AB","4831","2020-06-02",9
"deaths","AB","4831","2020-06-03",9
"deaths","AB","4831","2020-06-04",9
"deaths","AB","4831","2020-06-05",9
"deaths","AB","4831","2020-06-06",9
"deaths","AB","4831","2020-06-07",9
"deaths","AB","4831","2020-06-08",9
"deaths","AB","4831","2020-06-09",9
"deaths","AB","4831","2020-06-10",9
"deaths","AB","4831","2020-06-11",9
"deaths","AB","4831","2020-06-12",9
"deaths","AB","4831","2020-06-13",9
"deaths","AB","4831","2020-06-14",9
"deaths","AB","4831","2020-06-15",10
"deaths","AB","4831","2020-06-16",10
"deaths","AB","4831","2020-06-17",10
"deaths","AB","4831","2020-06-18",10
"deaths","AB","4831","2020-06-19",10
"deaths","AB","4831","2020-06-20",10
"deaths","AB","4831","2020-06-21",10
"deaths","AB","4831","2020-06-22",10
"deaths","AB","4831","2020-06-23",10
"deaths","AB","4831","2020-06-24",10
"deaths","AB","4831","2020-06-25",10
"deaths","AB","4831","2020-06-26",10
"deaths","AB","4831","2020-06-27",10
"deaths","AB","4831","2020-06-28",10
"deaths","AB","4831","2020-06-29",10
"deaths","AB","4831","2020-06-30",10
"deaths","AB","4831","2020-07-01",10
"deaths","AB","4831","2020-07-02",11
"deaths","AB","4831","2020-07-03",11
"deaths","AB","4831","2020-07-04",11
"deaths","AB","4831","2020-07-05",11
"deaths","AB","4831","2020-07-06",11
"deaths","AB","4831","2020-07-07",11
"deaths","AB","4831","2020-07-08",12
"deaths","AB","4831","2020-07-09",12
"deaths","AB","4831","2020-07-10",12
"deaths","AB","4831","2020-07-11",12
"deaths","AB","4831","2020-07-12",12
"deaths","AB","4831","2020-07-13",12
"deaths","AB","4831","2020-07-14",12
"deaths","AB","4831","2020-07-15",12
"deaths","AB","4831","2020-07-16",13
"deaths","AB","4831","2020-07-17",13
"deaths","AB","4831","2020-07-18",13
"deaths","AB","4831","2020-07-19",13
"deaths","AB","4831","2020-07-20",13
"deaths","AB","4831","2020-07-21",13
"deaths","AB","4831","2020-07-22",13
"deaths","AB","4831","2020-07-23",14
"deaths","AB","4831","2020-07-24",14
"deaths","AB","4831","2020-07-25",14
"deaths","AB","4831","2020-07-26",14
"deaths","AB","4831","2020-07-27",16
"deaths","AB","4831","2020-07-28",16
"deaths","AB","4831","2020-07-29",16
"deaths","AB","4831","2020-07-30",16
"deaths","AB","4831","2020-07-31",16
"deaths","AB","4831","2020-08-01",16
"deaths","AB","4831","2020-08-02",16
"deaths","AB","4831","2020-08-03",16
"deaths","AB","4831","2020-08-04",17
"deaths","AB","4831","2020-08-05",17
"deaths","AB","4831","2020-08-06",17
"deaths","AB","4831","2020-08-07",18
"deaths","AB","4831","2020-08-08",18
"deaths","AB","4831","2020-08-09",18
"deaths","AB","4831","2020-08-10",21
"deaths","AB","4831","2020-08-11",21
"deaths","AB","4831","2020-08-12",21
"deaths","AB","4831","2020-08-13",21
"deaths","AB","4831","2020-08-14",22
"deaths","AB","4831","2020-08-15",22
"deaths","AB","4831","2020-08-16",22
"deaths","AB","4831","2020-08-17",23
"deaths","AB","4831","2020-08-18",23
"deaths","AB","4831","2020-08-19",23
"deaths","AB","4831","2020-08-20",23
"deaths","AB","4831","2020-08-21",23
"deaths","AB","4831","2020-08-22",23
"deaths","AB","4831","2020-08-23",23
"deaths","AB","4831","2020-08-24",24
"deaths","AB","4831","2020-08-25",24
"deaths","AB","4831","2020-08-26",24
"deaths","AB","4831","2020-08-27",24
"deaths","AB","4831","2020-08-28",24
