"name","region","sub_region_1","date","value"
"deaths","NL","Central Health Authority","2022-03-15",30
"deaths","NL","Eastern Health Authority","2022-03-15",35
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-15",1
"deaths","NL","Western Health Authority","2022-03-15",12
"deaths","NL","Central Health Authority","2022-03-16",30
"deaths","NL","Eastern Health Authority","2022-03-16",37
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-16",1
"deaths","NL","Western Health Authority","2022-03-16",14
"deaths","NL","Central Health Authority","2022-03-17",30
"deaths","NL","Eastern Health Authority","2022-03-17",37
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-17",1
"deaths","NL","Western Health Authority","2022-03-17",14
"deaths","NL","Central Health Authority","2022-03-18",31
"deaths","NL","Eastern Health Authority","2022-03-18",38
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-18",1
"deaths","NL","Western Health Authority","2022-03-18",15
"deaths","NL","Central Health Authority","2022-03-19",31
"deaths","NL","Eastern Health Authority","2022-03-19",38
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-19",1
"deaths","NL","Western Health Authority","2022-03-19",15
"deaths","NL","Central Health Authority","2022-03-20",31
"deaths","NL","Eastern Health Authority","2022-03-20",38
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-20",1
"deaths","NL","Western Health Authority","2022-03-20",15
"deaths","NL","Central Health Authority","2022-03-21",33
"deaths","NL","Eastern Health Authority","2022-03-21",38
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-21",1
"deaths","NL","Western Health Authority","2022-03-21",15
"deaths","NL","Central Health Authority","2022-03-22",33
"deaths","NL","Eastern Health Authority","2022-03-22",38
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-22",1
"deaths","NL","Western Health Authority","2022-03-22",15
"deaths","NL","Central Health Authority","2022-03-23",34
"deaths","NL","Eastern Health Authority","2022-03-23",41
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-23",1
"deaths","NL","Western Health Authority","2022-03-23",16
"deaths","NL","Central Health Authority","2022-03-24",34
"deaths","NL","Eastern Health Authority","2022-03-24",41
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-24",1
"deaths","NL","Western Health Authority","2022-03-24",16
"deaths","NL","Central Health Authority","2022-03-25",36
"deaths","NL","Eastern Health Authority","2022-03-25",48
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-25",1
"deaths","NL","Western Health Authority","2022-03-25",16
"deaths","NL","Central Health Authority","2022-03-26",36
"deaths","NL","Eastern Health Authority","2022-03-26",48
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-26",1
"deaths","NL","Western Health Authority","2022-03-26",16
"deaths","NL","Central Health Authority","2022-03-27",36
"deaths","NL","Eastern Health Authority","2022-03-27",48
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-27",1
"deaths","NL","Western Health Authority","2022-03-27",16
"deaths","NL","Central Health Authority","2022-03-28",38
"deaths","NL","Eastern Health Authority","2022-03-28",48
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-28",1
"deaths","NL","Western Health Authority","2022-03-28",16
"deaths","NL","Central Health Authority","2022-03-29",38
"deaths","NL","Eastern Health Authority","2022-03-29",48
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-29",1
"deaths","NL","Western Health Authority","2022-03-29",16
"deaths","NL","Central Health Authority","2022-03-30",40
"deaths","NL","Eastern Health Authority","2022-03-30",53
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-30",1
"deaths","NL","Western Health Authority","2022-03-30",16
"deaths","NL","Central Health Authority","2022-03-31",40
"deaths","NL","Eastern Health Authority","2022-03-31",53
"deaths","NL","Labrador-Grenfell Health Authority","2022-03-31",1
"deaths","NL","Western Health Authority","2022-03-31",16
"deaths","NL","Central Health Authority","2022-04-01",43
"deaths","NL","Eastern Health Authority","2022-04-01",55
"deaths","NL","Labrador-Grenfell Health Authority","2022-04-01",1
"deaths","NL","Western Health Authority","2022-04-01",17
"deaths","NL","Central Health Authority","2022-04-02",43
"deaths","NL","Eastern Health Authority","2022-04-02",55
"deaths","NL","Labrador-Grenfell Health Authority","2022-04-02",1
"deaths","NL","Western Health Authority","2022-04-02",17
"deaths","NL","Central Health Authority","2022-04-03",43
"deaths","NL","Eastern Health Authority","2022-04-03",55
"deaths","NL","Labrador-Grenfell Health Authority","2022-04-03",1
"deaths","NL","Western Health Authority","2022-04-03",17
"deaths","NL","Central Health Authority","2022-04-04",44
"deaths","NL","Eastern Health Authority","2022-04-04",56
"deaths","NL","Labrador-Grenfell Health Authority","2022-04-04",1
"deaths","NL","Western Health Authority","2022-04-04",17
"deaths","NL","Central Health Authority","2022-04-05",44
"deaths","NL","Eastern Health Authority","2022-04-05",56
"deaths","NL","Labrador-Grenfell Health Authority","2022-04-05",1
"deaths","NL","Western Health Authority","2022-04-05",17
"deaths","NL","Central Health Authority","2022-04-06",45
"deaths","NL","Eastern Health Authority","2022-04-06",58
"deaths","NL","Labrador-Grenfell Health Authority","2022-04-06",1
"deaths","NL","Western Health Authority","2022-04-06",18
"deaths","NL","Central Health Authority","2022-04-07",45
"deaths","NL","Eastern Health Authority","2022-04-07",58
"deaths","NL","Labrador-Grenfell Health Authority","2022-04-07",1
"deaths","NL","Western Health Authority","2022-04-07",18
"deaths","NL","Central Health Authority","2022-04-08",45
"deaths","NL","Eastern Health Authority","2022-04-08",60
"deaths","NL","Labrador-Grenfell Health Authority","2022-04-08",1
"deaths","NL","Western Health Authority","2022-04-08",18
"deaths","NL","Central Health Authority","2022-04-09",45
"deaths","NL","Eastern Health Authority","2022-04-09",60
"deaths","NL","Labrador-Grenfell Health Authority","2022-04-09",1
"deaths","NL","Western Health Authority","2022-04-09",18
