"name","region","date","value_daily"
"hosp_admissions","AB","2020-03-07",1
"hosp_admissions","AB","2020-03-14",9
"hosp_admissions","AB","2020-03-21",19
"hosp_admissions","AB","2020-03-28",28
"hosp_admissions","AB","2020-04-04",31
"hosp_admissions","AB","2020-04-11",24
"hosp_admissions","AB","2020-04-18",53
"hosp_admissions","AB","2020-04-25",60
"hosp_admissions","AB","2020-05-02",41
"hosp_admissions","AB","2020-05-09",17
"hosp_admissions","AB","2020-05-16",16
"hosp_admissions","AB","2020-05-23",18
"hosp_admissions","AB","2020-05-30",8
"hosp_admissions","AB","2020-06-06",11
"hosp_admissions","AB","2020-06-13",10
"hosp_admissions","AB","2020-06-20",12
"hosp_admissions","AB","2020-06-27",20
"hosp_admissions","AB","2020-07-04",22
"hosp_admissions","AB","2020-07-11",43
"hosp_admissions","AB","2020-07-18",66
"hosp_admissions","AB","2020-07-25",57
"hosp_admissions","AB","2020-08-01",36
"hosp_admissions","AB","2020-08-08",22
"hosp_admissions","AB","2020-08-15",25
"hosp_admissions","AB","2020-08-22",31
"hosp_admissions","AB","2020-08-29",41
"hosp_admissions","AB","2020-09-05",33
"hosp_admissions","AB","2020-09-12",22
"hosp_admissions","AB","2020-09-19",52
"hosp_admissions","AB","2020-09-26",48
"hosp_admissions","AB","2020-10-03",56
"hosp_admissions","AB","2020-10-10",70
"hosp_admissions","AB","2020-10-17",77
"hosp_admissions","AB","2020-10-24",95
"hosp_admissions","AB","2020-10-31",141
"hosp_admissions","AB","2020-11-07",149
"hosp_admissions","AB","2020-11-14",226
"hosp_admissions","AB","2020-11-21",294
"hosp_admissions","AB","2020-11-28",383
"hosp_admissions","AB","2020-12-05",501
"hosp_admissions","AB","2020-12-12",526
"hosp_admissions","AB","2020-12-19",476
"hosp_admissions","AB","2020-12-26",489
"hosp_admissions","AB","2021-01-02",399
"hosp_admissions","AB","2021-01-09",301
"hosp_admissions","AB","2021-01-16",305
"hosp_admissions","AB","2021-01-23",200
"hosp_admissions","AB","2021-01-30",131
"hosp_admissions","AB","2021-02-06",101
"hosp_admissions","AB","2021-02-13",94
"hosp_admissions","AB","2021-02-20",140
"hosp_admissions","AB","2021-02-27",123
"hosp_admissions","AB","2021-03-06",130
"hosp_admissions","AB","2021-03-13",123
"hosp_admissions","AB","2021-03-20",148
"hosp_admissions","AB","2021-03-27",158
"hosp_admissions","AB","2021-04-03",203
"hosp_admissions","AB","2021-04-10",289
"hosp_admissions","AB","2021-04-17",332
"hosp_admissions","AB","2021-04-24",406
"hosp_admissions","AB","2021-05-01",429
"hosp_admissions","AB","2021-05-08",416
"hosp_admissions","AB","2021-05-15",356
"hosp_admissions","AB","2021-05-22",194
"hosp_admissions","AB","2021-05-29",128
"hosp_admissions","AB","2021-06-05",111
"hosp_admissions","AB","2021-06-12",85
"hosp_admissions","AB","2021-06-19",41
"hosp_admissions","AB","2021-06-26",25
"hosp_admissions","AB","2021-07-03",35
"hosp_admissions","AB","2021-07-10",22
"hosp_admissions","AB","2021-07-17",16
"hosp_admissions","AB","2021-07-24",24
"hosp_admissions","AB","2021-07-31",48
"hosp_admissions","AB","2021-08-07",67
"hosp_admissions","AB","2021-08-14",133
"hosp_admissions","AB","2021-08-21",222
"hosp_admissions","AB","2021-08-28",348
"hosp_admissions","AB","2021-09-04",455
"hosp_admissions","AB","2021-09-11",561
"hosp_admissions","AB","2021-09-18",582
"hosp_admissions","AB","2021-09-25",584
"hosp_admissions","AB","2021-10-02",557
"hosp_admissions","AB","2021-10-09",452
"hosp_admissions","AB","2021-10-16",384
"hosp_admissions","AB","2021-10-23",270
"hosp_admissions","AB","2021-10-30",231
"hosp_admissions","AB","2021-11-06",190
"hosp_admissions","AB","2021-11-13",145
"hosp_admissions","AB","2021-11-20",148
"hosp_admissions","AB","2021-11-27",141
"hosp_admissions","AB","2021-12-04",127
"hosp_admissions","AB","2021-12-11",108
"hosp_admissions","AB","2021-12-18",111
"hosp_admissions","AB","2021-12-25",132
"hosp_admissions","AB","2022-01-01",283
"hosp_admissions","AB","2022-01-08",604
"hosp_admissions","AB","2022-01-15",828
"hosp_admissions","AB","2022-01-22",928
"hosp_admissions","AB","2022-01-29",990
"hosp_admissions","AB","2022-02-05",581
"hosp_admissions","AB","2022-02-12",486
"hosp_admissions","AB","2022-02-19",344
"hosp_admissions","AB","2022-02-26",256
"hosp_admissions","AB","2022-03-05",211
"hosp_admissions","AB","2022-03-12",182
