"name","region","sub_region_1","date","value"
"cases","MB","Interlake-Eastern","2020-03-13",0
"cases","MB","Northern","2020-03-13",0
"cases","MB","Prairie Mountain Health","2020-03-13",0
"cases","MB","Southern Health-Santé Sud","2020-03-13",0
"cases","MB","Winnipeg","2020-03-13",2
"cases","MB","Interlake-Eastern","2020-03-14",0
"cases","MB","Northern","2020-03-14",0
"cases","MB","Prairie Mountain Health","2020-03-14",0
"cases","MB","Southern Health-Santé Sud","2020-03-14",0
"cases","MB","Winnipeg","2020-03-14",3
"cases","MB","Interlake-Eastern","2020-03-15",0
"cases","MB","Northern","2020-03-15",0
"cases","MB","Prairie Mountain Health","2020-03-15",0
"cases","MB","Southern Health-Santé Sud","2020-03-15",0
"cases","MB","Winnipeg","2020-03-15",3
"cases","MB","Interlake-Eastern","2020-03-16",1
"cases","MB","Northern","2020-03-16",0
"cases","MB","Prairie Mountain Health","2020-03-16",0
"cases","MB","Southern Health-Santé Sud","2020-03-16",0
"cases","MB","Winnipeg","2020-03-16",5
"cases","MB","Interlake-Eastern","2020-03-17",1
"cases","MB","Northern","2020-03-17",0
"cases","MB","Prairie Mountain Health","2020-03-17",0
"cases","MB","Southern Health-Santé Sud","2020-03-17",0
"cases","MB","Winnipeg","2020-03-17",6
"cases","MB","Interlake-Eastern","2020-03-18",1
"cases","MB","Northern","2020-03-18",0
"cases","MB","Prairie Mountain Health","2020-03-18",0
"cases","MB","Southern Health-Santé Sud","2020-03-18",2
"cases","MB","Winnipeg","2020-03-18",11
"cases","MB","Interlake-Eastern","2020-03-19",1
"cases","MB","Northern","2020-03-19",0
"cases","MB","Prairie Mountain Health","2020-03-19",0
"cases","MB","Southern Health-Santé Sud","2020-03-19",2
"cases","MB","Winnipeg","2020-03-19",12
"cases","MB","Interlake-Eastern","2020-03-20",1
"cases","MB","Northern","2020-03-20",0
"cases","MB","Prairie Mountain Health","2020-03-20",0
"cases","MB","Southern Health-Santé Sud","2020-03-20",2
"cases","MB","Winnipeg","2020-03-20",13
"cases","MB","Interlake-Eastern","2020-03-21",1
"cases","MB","Northern","2020-03-21",0
"cases","MB","Prairie Mountain Health","2020-03-21",0
"cases","MB","Southern Health-Santé Sud","2020-03-21",2
"cases","MB","Winnipeg","2020-03-21",13
"cases","MB","Interlake-Eastern","2020-03-22",1
"cases","MB","Northern","2020-03-22",0
"cases","MB","Prairie Mountain Health","2020-03-22",0
"cases","MB","Southern Health-Santé Sud","2020-03-22",2
"cases","MB","Winnipeg","2020-03-22",14
"cases","MB","Interlake-Eastern","2020-03-23",1
"cases","MB","Northern","2020-03-23",0
"cases","MB","Prairie Mountain Health","2020-03-23",0
"cases","MB","Southern Health-Santé Sud","2020-03-23",2
"cases","MB","Winnipeg","2020-03-23",17
"cases","MB","Interlake-Eastern","2020-03-24",1
"cases","MB","Northern","2020-03-24",0
"cases","MB","Prairie Mountain Health","2020-03-24",1
"cases","MB","Southern Health-Santé Sud","2020-03-24",2
"cases","MB","Winnipeg","2020-03-24",17
"cases","MB","Interlake-Eastern","2020-03-25",1
"cases","MB","Northern","2020-03-25",0
